Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] texted the cook what she needed to prepare oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what she needed to prepare oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what she needed to prepare oWant [GEN], to cook the food, to eat the food, to cook the food,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what she needed to prepare xAttr [GEN], helpful, helpful, helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] texted the cook what she needed to prepare xEffect [GEN], gets yelled at, gets a thank you, receives a response,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,0.0,1.0,0.0,0.0
[Name] texted the cook what she needed to prepare xIntent [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] texted the cook what she needed to prepare xNeed [GEN], to know what to prepare, to get the cook's attention, to know what they need,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what she needed to prepare xReact [GEN], satisfied, satisfied, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] texted the cook what she needed to prepare xReason [GEN], PersonY cooks the food, the food to be ready, PersonY asks what PersonY wants to eat,0.0,1.0,0.0,0.0,0.0,0.615,0.385,0.361,0.0,1.0,0.0,0.0
[Name] texted the cook what she needed to prepare xWant [GEN], to eat the food, to eat the food, to eat the food,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted AtLocation [GEN], the boss, the boss, the boss,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted CapableOf [GEN], cook the food, get the job done, to get the job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted Causes [GEN], PersonY asks PersonY what the boss wants, the boss gets the job done, PersonY asks PersonY what the boss wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted CausesDesire [GEN], PersonY asks PersonY what the boss wants, the boss wants to know what the cook wants, the boss gets what he wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted CreatedBy [GEN], the boss to know what they want, to get a job, they get what they want,0.0,0.822,0.178,0.077,0.0,1.0,0.0,0.0,0.0,0.755,0.245,0.077
[Name] texted the cook what he thought the boss wanted DefinedAs [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted DesireOf [GEN], the boss to be happy, the boss wants to know, the boss wants to know,0.0,0.519,0.481,0.572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted Desires [GEN], to communicate with the boss, to get the job done, to know what the boss wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasA [GEN], PersonY asks PersonY what they want, the boss wants to know, the boss to be happy,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0,0.0,0.519,0.481,0.572
[Name] texted the cook what he thought the boss wanted HasFirstSubevent [GEN], PersonY asks what PersonY wants, they get a raise, they get a raise,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasLastSubevent [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasPainCharacter [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasPainIntensity [GEN], PersonY asks PersonY what they want, get the job done, they get the job done,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasPrerequisite [GEN], PersonY asks PersonY what they want, the boss to know, they get the job done,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasProperty [GEN], the boss wants to know, the boss wants to know what they think,  the boss wants to know,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasSubEvent [GEN], get the job done, get the job done, get the job done,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted HasSubevent [GEN], the boss to know what they want, the boss to know, the boss to know what they want,0.0,0.822,0.178,0.077,0.0,1.0,0.0,0.0,0.0,0.822,0.178,0.077
[Name] texted the cook what he thought the boss wanted HinderedBy [GEN], The boss doesn't want to talk to anyone., They don't have a phone., They don't have a phone.,0.149,0.851,0.0,-0.057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted InheritsFrom [GEN], the boss to know what they want, the boss wants to know, the boss wants to know,0.0,0.822,0.178,0.077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted InstanceOf [GEN], the boss to be happy, the boss wants to know, the boss wants to know,0.0,0.519,0.481,0.572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted IsA [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what they want, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted LocatedNear [GEN], to get the boss's attention, to get the boss's attention, to know what the boss wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted LocationOfAction [GEN], the boss to know what they want, the boss wants to know, the boss to know what they want,0.0,0.822,0.178,0.077,0.0,1.0,0.0,0.0,0.0,0.822,0.178,0.077
[Name] texted the cook what he thought the boss wanted MadeOf [GEN], the boss wants to be informed, the boss wants to know, the boss wants to know,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted MadeUpOf [GEN], the boss, the boss, the boss,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted MotivatedByGoal [GEN], PersonY asks PersonY what the boss wants, the boss gets a new cook, the boss gets a new cook,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted NotCapableOf [GEN], PersonY asks PersonY what they want, the boss wants to know, the boss to be happy,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0,0.0,0.519,0.481,0.572
[Name] texted the cook what he thought the boss wanted NotDesires [GEN], PersonY gets fired., the boss wants to know, the boss gets the order,0.643,0.357,0.0,-0.557,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted NotHasA [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted NotHasProperty [GEN], the boss wants to know, the boss wants to know, the boss wants to know,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted NotIsA [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted NotMadeOf [GEN], PersonY asks PersonY what the boss wants, the boss wants to know, the boss wants to know,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted ObjectUse [GEN], to get the boss's attention, to get the boss's attention, to get the boss's attention,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted PartOf [GEN], PersonY asks PersonY what they want, they get the job done, they get paid for their work,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted ReceivesAction [GEN], PersonY asks PersonY what they want, the boss wants to know, the boss to be happy,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0,0.0,0.519,0.481,0.572
[Name] texted the cook what he thought the boss wanted RelatedTo [GEN], PersonY asks PersonY what the boss wants, the boss to be happy, the boss to be happy,0.0,1.0,0.0,0.0,0.0,0.519,0.481,0.572,0.0,0.519,0.481,0.572
[Name] texted the cook what he thought the boss wanted SymbolOf [GEN], PersonY asks PersonY what the boss wants, the boss to be happy, PersonY asks PersonY what they want,0.0,1.0,0.0,0.0,0.0,0.519,0.481,0.572,0.0,0.794,0.206,0.077
[Name] texted the cook what he thought the boss wanted UsedFor [GEN], PersonY asks PersonY what they want, the boss to be happy, get the job done,0.0,0.794,0.206,0.077,0.0,0.519,0.481,0.572,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted isAfter [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted isBefore [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted isFilledBy [GEN], the boss, phone, phone,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted oEffect [GEN], get's the job, get's the job, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted oWant [GEN], to thank the cook, to tell the boss, to get the job done,0.0,0.545,0.455,0.361,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted xAttr [GEN], considerate, considerate, smart,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.402
[Name] texted the cook what he thought the boss wanted xEffect [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted xIntent [GEN], to communicate with the boss, to communicate with the boss, to communicate with the boss,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted xNeed [GEN], to know what the boss wants, to know what the boss wants, to know what the boss wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted xReact [GEN], good about themselves, good about themselves, good about themselves,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44
[Name] texted the cook what he thought the boss wanted xReason [GEN], PersonY asks PersonY what the boss wants, the boss wants to know what they think, PersonY asks PersonY what PersonY wants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] texted the cook what he thought the boss wanted xWant [GEN], to make sure the boss gets what they want, to tell the boss what they think, to tell the boss what they think,0.0,0.66,0.34,0.382,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition AtLocation [GEN], the farm, the farm, the farmer's petition,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition CapableOf [GEN], take down the petition, take down the petition, take down the petition,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition Causes [GEN], the farmer's petition is no longer needed, the farmer's petition is no longer needed, the petition is no longer needed,0.268,0.732,0.0,-0.296,0.268,0.732,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] took down the farmer's petition CausesDesire [GEN], the petition is no longer needed, the farmer's petition was removed, the farmer's petition was taken down,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition CreatedBy [GEN], the farmer's petition to go away, to get rid of it, get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition DefinedAs [GEN], the farmer's petition was taken down, the farmer's petition to be taken down, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition DesireOf [GEN], the petition is no longer needed, the farmer's petition was removed, the farmer's petition was removed,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition Desires [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] took down the farmer's petition HasA [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HasFirstSubevent [GEN], the farmer's petition to be taken down, they get a new job, re-posting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HasLastSubevent [GEN], PersonY asks PersonY to sign the petition, PersonY asks PersonY to sign the petition, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HasPainCharacter [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HasPainIntensity [GEN], the farmer's petition was taken down, they get a new job, get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HasPrerequisite [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HasProperty [GEN], the farmer's petition was taken down, the petition is no longer needed, the petition is no longer needed,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] took down the farmer's petition HasSubEvent [GEN], get a reward, get a reward, write a letter,0.0,0.213,0.787,0.572,0.0,0.213,0.787,0.572,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HasSubevent [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was deleted,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition HinderedBy [GEN], The farmer's petition is too big., The farmer's petition is too big., The farmer's petition is too big.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition InheritsFrom [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition InstanceOf [GEN], the farmer's petition was removed, the farmer's petition is no longer needed, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.268,0.732,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition IsA [GEN], the farmer's petition was taken down, the farmer's petition was removed, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition LocatedNear [GEN], the petition to be taken down, the farmer's petition to be removed, the farmer's petition to be removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition LocationOfAction [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition MadeOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition MadeUpOf [GEN], the petition, dilligent, the petition,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition MotivatedByGoal [GEN], the farmer's petition was taken down, the petition was no longer needed, re-post the petition,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition NotCapableOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition NotDesires [GEN], the farmer's petition was taken down, they get a new petition, the petition is no longer needed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296
[Name] took down the farmer's petition NotHasA [GEN], the farmer's petition is no longer needed, the farmer's petition is no longer needed, the farmer's petition was removed,0.268,0.732,0.0,-0.296,0.268,0.732,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition NotHasProperty [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition NotIsA [GEN], PersonY asks PersonY to sign the petition, PersonY asks PersonY to sign the petition, the farmer's petition is no longer needed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.268,0.732,0.0,-0.296
[Name] took down the farmer's petition NotMadeOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition ObjectUse [GEN], to make sure the petition is signed, to make sure the petition is accurate, to make sure the petition is accurate,0.0,0.723,0.277,0.318,0.0,0.723,0.277,0.318,0.0,0.723,0.277,0.318
[Name] took down the farmer's petition PartOf [GEN], the farmer's petition was taken down, the farmer's petition is no longer needed, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.268,0.732,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition ReceivesAction [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition RelatedTo [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition SymbolOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition UsedFor [GEN], the farmer's petition was taken down, they get a new job, the farmer's petition was removed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition isAfter [GEN], PersonY asked PersonY to sign the petition, PersonY asked PersonY to sign the petition, PersonY asked PersonY to sign the petition,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition isBefore [GEN], PersonY asks PersonY to sign the petition, PersonY gets the petition taken down, PersonY asks PersonX to sign the petition,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition isFilledBy [GEN], the petition, the sign, mail box,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition oWant [GEN], to thank them, to thank him, to thank the farmer,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,0.0,0.545,0.455,0.361
[Name] took down the farmer's petition xAttr [GEN], hardworking, hardworking, responsible,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.318
[Name] took down the farmer's petition xEffect [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition xIntent [GEN], to get rid of something, to get rid of something, to get rid of something,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition xNeed [GEN], to get the petition, to find the farmer's petition, to find the farmer's petition,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition xReact [GEN], accomplished, accomplished, accomplished,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44
[Name] took down the farmer's petition xReason [GEN], the petition is no longer needed, the farmer's petition was taken down, the farmer's petition was removed,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] took down the farmer's petition xWant [GEN], to put the petition in the trash, to put the petition in a file, to put the petition in a file,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] kicked the assistant AtLocation [GEN], the assistant, the assistant is injured, the assistant is injured,0.0,1.0,0.0,0.0,0.474,0.526,0.0,-0.402,0.474,0.526,0.0,-0.402
[Name] kicked the assistant CapableOf [GEN], yell at the assistant, get a restraining order, yell at assistant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] kicked the assistant Causes [GEN], the assistant is in trouble, the assistant is in trouble, the assistant is in trouble,0.403,0.597,0.0,-0.402,0.403,0.597,0.0,-0.402,0.403,0.597,0.0,-0.402
[Name] kicked the assistant CausesDesire [GEN], PersonX gets arrested., PersonY gets arrested., PersonX gets a restraining order,0.608,0.392,0.0,-0.477,0.608,0.392,0.0,-0.477,0.0,1.0,0.0,0.0
[Name] kicked the assistant CreatedBy [GEN], to kick the assistant, hurt the assistant, to get revenge,0.0,1.0,0.0,0.0,0.63,0.37,0.0,-0.527,0.63,0.37,0.0,-0.527
[Name] kicked the assistant DefinedAs [GEN], the assistant is arrested, PersonX gets a restraining order, PersonX tells PersonX to stop,0.508,0.492,0.0,-0.477,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.296
[Name] kicked the assistant DesireOf [GEN], the assistant is injured, the assistant is in trouble, PersonX gets arrested.,0.474,0.526,0.0,-0.402,0.403,0.597,0.0,-0.402,0.608,0.392,0.0,-0.477
[Name] kicked the assistant Desires [GEN], to be mean, to be mean, to be mean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] kicked the assistant HasA [GEN], the assistant to get up, PersonX gets a restraining order against PersonX, they get a ticket,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] kicked the assistant HasFirstSubevent [GEN], PersonX gets arrested, PersonX gets arrested for assault, PersonX gets arrested,0.608,0.392,0.0,-0.477,0.697,0.303,0.0,-0.784,0.608,0.392,0.0,-0.477
[Name] kicked the assistant HasLastSubevent [GEN], PersonX gets arrested, PersonX tells PersonX to stop, PersonX apologizes to PersonX,0.608,0.392,0.0,-0.477,0.355,0.645,0.0,-0.296,0.0,0.545,0.455,0.361
[Name] kicked the assistant HasPainCharacter [GEN], PersonX is in jail, PersonX gets a restraining order against PersonX, PersonX tells PersonX to stop,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.296
[Name] kicked the assistant HasPainIntensity [GEN], gets yelled at, PersonX gets in trouble, PersonX gets arrested,0.0,1.0,0.0,0.0,0.474,0.526,0.0,-0.402,0.608,0.392,0.0,-0.477
[Name] kicked the assistant HasPrerequisite [GEN], the assistant to leave, the assistant to get up, they get in trouble,0.286,0.714,0.0,-0.052,0.0,1.0,0.0,0.0,0.474,0.526,0.0,-0.402
[Name] kicked the assistant HasProperty [GEN], angry, angry, PersonY is in pain,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.511,0.524,0.476,0.0,-0.511
[Name] kicked the assistant HasSubEvent [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] kicked the assistant HasSubevent [GEN], the assistant to leave, hurt the assistant, the assistant to leave,0.286,0.714,0.0,-0.052,0.63,0.37,0.0,-0.527,0.286,0.714,0.0,-0.052
[Name] kicked the assistant HinderedBy [GEN], The assistant is too far away., The assistant is too far away., The assistant is too far away.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] kicked the assistant InheritsFrom [GEN], the assistant to get up,   , the assistant is in pain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.548,0.0,-0.511
[Name] kicked the assistant InstanceOf [GEN], the assistant is in trouble, PersonY is in pain, the assistant is injured,0.403,0.597,0.0,-0.402,0.524,0.476,0.0,-0.511,0.474,0.526,0.0,-0.402
[Name] kicked the assistant IsA [GEN], the assistant is in trouble, the assistant is in trouble, the assistant is in trouble,0.403,0.597,0.0,-0.402,0.403,0.597,0.0,-0.402,0.403,0.597,0.0,-0.402
[Name] kicked the assistant LocatedNear [GEN], to hurt the assistant, hurt the assistant, to kick the assistant,0.531,0.469,0.0,-0.527,0.63,0.37,0.0,-0.527,0.0,1.0,0.0,0.0
[Name] kicked the assistant LocationOfAction [GEN], to hurt the assistant, hurt the assistant, hurt the assistant,0.531,0.469,0.0,-0.527,0.63,0.37,0.0,-0.527,0.63,0.37,0.0,-0.527
