Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] visited the writer oWant [GEN], to write a book, to write a book, to write a book
[Name] visited the writer xAttr [GEN], curious, curious, curious
[Name] visited the writer xEffect [GEN], writes a book, has a conversation, writes a book
[Name] visited the writer xIntent [GEN], to learn about the writer, to talk to the writer, to learn about the writer
[Name] visited the writer xNeed [GEN], to call the writer, to call the writer, to find the writer
[Name] visited the writer xReact [GEN], happy, happy, happy
[Name] visited the writer xReason [GEN], PersonY asks PersonY to write a letter, the writer writes a book, the writer writes a book
[Name] visited the writer xWant [GEN], to write a letter, to talk to the writer, to write a book
[Name] protected the assistant AtLocation [GEN], office building, the assistant, the assistant is safe
[Name] protected the assistant CapableOf [GEN], to protect the assistant, to protect the assistant, make sure they are safe
[Name] protected the assistant Causes [GEN], the assistant to be safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant CausesDesire [GEN], the assistant is safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant CreatedBy [GEN], the assistant to be safe, the assistant to be safe, to protect the assistant
[Name] protected the assistant DefinedAs [GEN], the assistant is safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant DesireOf [GEN], the assistant to be safe, the assistant is safe, the assistant is safe
[Name] protected the assistant Desires [GEN], to protect the assistant, to protect the assistant, to protect the assistant
[Name] protected the assistant HasA [GEN], the assistant is safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant HasFirstSubevent [GEN], PersonX gets a promotion, the assistant is safe, PersonY is protected
[Name] protected the assistant HasLastSubevent [GEN], the assistant to be safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant HasPainCharacter [GEN], the assistant to be safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant HasPainIntensity [GEN], protect the assistant, to protect the assistant, re-elected
[Name] protected the assistant HasPrerequisite [GEN], the assistant to be safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant HasProperty [GEN], protected, protected, good about themselves
[Name] protected the assistant HasSubEvent [GEN], get a promotion, to protect person, make sure they are safe
[Name] protected the assistant HasSubevent [GEN], the assistant to be safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant HinderedBy [GEN], The assistant doesn't want to be protected, The assistant has a restraining order against them, The assistant has a restraining order against the president
[Name] protected the assistant InheritsFrom [GEN], the assistant to be safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant InstanceOf [GEN], the assistant is safe, the assistant is safe, the assistant is safe
[Name] protected the assistant IsA [GEN], protected the assistant, the assistant to be safe, the assistant is safe
[Name] protected the assistant LocatedNear [GEN], to protect the assistant, to protect the assistant, to protect the assistant
[Name] protected the assistant LocationOfAction [GEN], none, the assistant is safe, protect the assistant
[Name] protected the assistant MadeOf [GEN], the assistant to be safe, the assistant to be safe, protect the assistant
[Name] protected the assistant MadeUpOf [GEN],   , the assistant, the assistant is safe
[Name] protected the assistant MotivatedByGoal [GEN], the assistant to be safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant NotCapableOf [GEN], protect the assistant, the assistant to be safe, re-elected
[Name] protected the assistant NotDesires [GEN], the assistant to be safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant NotHasA [GEN], the assistant to be safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant NotHasProperty [GEN], the assistant to be safe, good., good.
[Name] protected the assistant NotIsA [GEN], the assistant to be safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant NotMadeOf [GEN], the assistant is safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant ObjectUse [GEN], to be a good friend, to keep the assistant safe, make sure the assistant is safe
[Name] protected the assistant PartOf [GEN], the assistant is safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant ReceivesAction [GEN], the assistant is safe, the assistant to be safe, to protect the assistant
[Name] protected the assistant RelatedTo [GEN], the assistant to be safe, the assistant is safe, the assistant is safe
[Name] protected the assistant SymbolOf [GEN], the assistant to be safe, to protect the assistant, the assistant to be safe
[Name] protected the assistant UsedFor [GEN], the assistant to be safe, the assistant to be safe, the assistant is safe
[Name] protected the assistant isAfter [GEN], PersonY asks PersonY to do something, PersonY asks PersonY to help them, PersonY is in the hospital
[Name] protected the assistant isBefore [GEN], PersonX is arrested for assault, PersonX is arrested for assault, PersonY gets a promotion
[Name] protected the assistant isFilledBy [GEN], the assistant, the assistant, the assistant
[Name] protected the assistant oEffect [GEN], none, they are protected, they are protected
[Name] protected the assistant oReact [GEN], none, grateful, protected
[Name] protected the assistant oWant [GEN], to thank the assistant, to thank him, to thank him
[Name] protected the assistant xAttr [GEN], protective, protective, protective
[Name] protected the assistant xEffect [GEN], gets yelled at, gets yelled at, gets a promotion
[Name] protected the assistant xIntent [GEN], to protect the assistant, to protect the assistant, to protect the assistant
[Name] protected the assistant xNeed [GEN], to be a police officer, to be a police officer, to have an assistant
[Name] protected the assistant xReact [GEN], helpful, good., good.
[Name] protected the assistant xReason [GEN], the assistant to be safe, the assistant to be safe, the assistant to be safe
[Name] protected the assistant xWant [GEN], to make sure the assistant is safe, to make sure they are safe, to make sure the assistant is safe
[Name] talked to the attendant about a patient AtLocation [GEN], hospital, hospital, medicine chest
[Name] talked to the attendant about a patient CapableOf [GEN], talk to doctor, talk to the attendant, talk to the attendant
[Name] talked to the attendant about a patient Causes [GEN], PersonY is in the hospital, PersonY is in the hospital., PersonY is in the hospital
[Name] talked to the attendant about a patient CausesDesire [GEN], PersonX is in the hospital., PersonY asks PersonY a question, PersonY is in the hospital.
[Name] talked to the attendant about a patient CreatedBy [GEN], they go to the hospital, talk to the attendant, talk to the attendant
[Name] talked to the attendant about a patient DefinedAs [GEN], PersonY is in the hospital, PersonY asks PersonY about the patient, PersonY is in the hospital
[Name] talked to the attendant about a patient DesireOf [GEN], PersonY is in the hospital, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient Desires [GEN], talk to the attendant, to help the patient, talk to the attendant
[Name] talked to the attendant about a patient HasA [GEN], the patient to get better, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient HasFirstSubevent [GEN], PersonY asks PersonY about the patient, they go to the hospital, PersonY asks about the patient.
[Name] talked to the attendant about a patient HasLastSubevent [GEN], PersonX is in the hospital., PersonY asks PersonY what they are doing, PersonY asks PersonY about the patient
[Name] talked to the attendant about a patient HasPainCharacter [GEN], PersonX is in the hospital., PersonY asks PersonY what they think, PersonX is in the hospital
[Name] talked to the attendant about a patient HasPainIntensity [GEN], PersonY is in the hospital, they get a call from the attendant, PersonY asks about the patient.
[Name] talked to the attendant about a patient HasPrerequisite [GEN], they go to hospital, talk to attendant, have a conversation
[Name] talked to the attendant about a patient HasProperty [GEN], the patient to get better,   , the patient to get better
[Name] talked to the attendant about a patient HasSubEvent [GEN], get information from person, talk about patient, talk about patient
[Name] talked to the attendant about a patient HasSubevent [GEN], the patient to get better, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient HinderedBy [GEN], Julie doesn't have a phone., The attendant is out of the country., The attendant is out of town.
[Name] talked to the attendant about a patient InheritsFrom [GEN], PersonY is in the hospital, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient InstanceOf [GEN], PersonY asks PersonY what they want, the patient to get better, PersonY is in the hospital
[Name] talked to the attendant about a patient IsA [GEN], PersonY is in the hospital., PersonY is in the hospital, PersonY is in the hospital
[Name] talked to the attendant about a patient LocatedNear [GEN], the patient to get better, talk to the attendant, the patient to get better
[Name] talked to the attendant about a patient LocationOfAction [GEN], the attendant to help, the patient to feel better, the patient to feel better
[Name] talked to the attendant about a patient MadeOf [GEN], the patient to get better, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient MadeUpOf [GEN], PersonY,   ,    the patient  is in the hospital
[Name] talked to the attendant about a patient MotivatedByGoal [GEN], PersonX is in the hospital., the patient to get better, PersonY is in the hospital
[Name] talked to the attendant about a patient NotCapableOf [GEN], PersonX is in the hospital., PersonY asks PersonY a question, the patient to get better
[Name] talked to the attendant about a patient NotDesires [GEN], PersonY is in the hospital, patient to get better,    a patient
[Name] talked to the attendant about a patient NotHasA [GEN], PersonY asks PersonY what they want, PersonY asks PersonY what they are doing, PersonY is in the hospital
[Name] talked to the attendant about a patient NotHasProperty [GEN], the patient to get better, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient NotIsA [GEN], PersonY asks PersonY what they want, PersonY asks PersonY what they think, PersonY asks PersonY about the patient
[Name] talked to the attendant about a patient NotMadeOf [GEN], the patient to get better, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient ObjectUse [GEN], to talk to the attendant, to talk to the attendant, to talk to the attendant
[Name] talked to the attendant about a patient PartOf [GEN], PersonY asks PersonY about the patient, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient ReceivesAction [GEN], PersonY is in the hospital, the patient to get better, the patient to get better
[Name] talked to the attendant about a patient RelatedTo [GEN], PersonX is in the hospital., PersonY asks about the patient, the patient to get better
[Name] talked to the attendant about a patient SymbolOf [GEN], PersonX is in the hospital., the patient to get better, the patient to get better
[Name] talked to the attendant about a patient UsedFor [GEN], the patient to get better, talk to the attendant, talk to the attendant
[Name] talked to the attendant about a patient isAfter [GEN], Julie goes to the doctor's office, PersonX goes to the hospital, PersonY asks PersonY about the patient
[Name] talked to the attendant about a patient isBefore [GEN], PersonY is in the hospital, PersonX is taken to the hospital, PersonY is in the hospital
[Name] talked to the attendant about a patient isFilledBy [GEN], the doctor, the doctor, medicine chest
[Name] talked to the attendant about a patient oEffect [GEN], gets asked questions, receives information about patient, receives information about patient
[Name] talked to the attendant about a patient oReact [GEN], none, none, cared for
[Name] talked to the attendant about a patient oWant [GEN], to help the patient, to help the patient, to talk to the patient
[Name] talked to the attendant about a patient xAttr [GEN], talkative, talkative, talkative
[Name] talked to the attendant about a patient xEffect [GEN], gets asked questions, gets asked questions, talks to the attendant
[Name] talked to the attendant about a patient xIntent [GEN], to be helpful, to help the patient, to help the patient
[Name] talked to the attendant about a patient xNeed [GEN], to call the attendant, talk to the attendant, talk to the attendant
[Name] talked to the attendant about a patient xReact [GEN], helpful, helpful, helpful
[Name] talked to the attendant about a patient xReason [GEN], PersonY is in the hospital, PersonY asks PersonY what they are doing, PersonY is in the hospital
[Name] talked to the attendant about a patient xWant [GEN], to talk to the attendant, to talk to the attendant, to talk to the attendant
[Name] called the accountant AtLocation [GEN], the phone, the phone, the phone
[Name] called the accountant CapableOf [GEN], call the accountant, call the accountant, call the accountant back
[Name] called the accountant Causes [GEN], The accountant is out of town., The accountant is not answering the phone., the accountant is on vacation
[Name] called the accountant CausesDesire [GEN], PersonX tells PersonX that the accountant is not available, PersonX asks PersonX to write a check, PersonY tells PersonY to call the accountant back.
[Name] called the accountant CreatedBy [GEN], to make an appointment, to get an accountant, to make an appointment
[Name] called the accountant DefinedAs [GEN], PersonX tells PersonX that PersonX needs to pay the accountant, PersonY tells PersonY that PersonY is a liar, PersonY tells PersonY to call the accountant.
[Name] called the accountant DesireOf [GEN], PersonY tells PersonY that PersonY is a liar, they get a bill, PersonY tells PersonY to call the accountant.
[Name] called the accountant Desires [GEN], to make sure they have enough money, to find out how much they owe, to get an accountant's opinion
[Name] called the accountant HasA [GEN], they get a bill, they get a bill, they get a bill
[Name] called the accountant HasFirstSubevent [GEN], they get an answer, they get a receipt, PersonY tells PersonY what the accountant said
[Name] called the accountant HasLastSubevent [GEN], PersonX tells PersonX that PersonX has no money., PersonY tells PersonY that PersonY is a liar, PersonY tells PersonY that PersonY is a liar.
[Name] called the accountant HasPainCharacter [GEN], PersonX tells PersonX that the accountant is not available., PersonY asks PersonY what the accountant is doing, PersonY tells PersonY to call the accountant.
[Name] called the accountant HasPainIntensity [GEN], they get an answer, they get a receipt, get an answer
[Name] called the accountant HasPrerequisite [GEN], to get an accountant, the accountant is on vacation, they get an answer
[Name] called the accountant HasProperty [GEN], the accountant is on vacation, good about themselves, good about themselves
[Name] called the accountant HasSubEvent [GEN], they get a receipt, call the accountant, get a receipt
[Name] called the accountant HasSubevent [GEN], they need to pay their taxes, they need to pay their taxes, they need to pay their taxes
[Name] called the accountant HinderedBy [GEN], They don't have a phone., They don't have a phone., The accountant is out of the country.
[Name] called the accountant InheritsFrom [GEN], they get a bill, they get a bill, they get their taxes done
[Name] called the accountant InstanceOf [GEN], PersonY tells PersonY that PersonY is a liar, the accountant is on vacation, PersonY tells PersonY to call the accountant
[Name] called the accountant IsA [GEN], PersonX asks PersonX how much money they have, they get a bill, the accountant is on vacation
[Name] called the accountant LocatedNear [GEN], to make an appointment, to make an appointment with the accountant, to make an appointment with the accountant
[Name] called the accountant LocationOfAction [GEN], they need to pay their taxes, they need to pay their taxes, they need to pay their taxes
[Name] called the accountant MadeOf [GEN], they need to pay their taxes, they need to pay their bills on time, they need to pay their taxes
[Name] called the accountant MadeUpOf [GEN], PersonY answers the phone, bookkeeper, PersonY calls the accountant
[Name] called the accountant MotivatedByGoal [GEN], PersonX tells PersonX that PersonX has no money., PersonY asks PersonY what the problem is, PersonY tells PersonY that PersonY is a liar
[Name] called the accountant NotCapableOf [GEN], they get a bill, they get a bill, they get a bill
[Name] called the accountant NotDesires [GEN], the accountant is on vacation, they get their taxes done, they get their taxes done
[Name] called the accountant NotHasA [GEN], PersonX tells PersonX that PersonX has no money, PersonY asks PersonY what the problem is, PersonY tells PersonY that PersonY is a liar
[Name] called the accountant NotHasProperty [GEN], they need to pay their taxes, they need to pay their taxes, they need to pay their taxes
[Name] called the accountant NotIsA [GEN], PersonX tells PersonX that the accountant is not available., PersonY tells PersonY that PersonY is a liar, PersonY tells PersonY to call the accountant.
[Name] called the accountant NotMadeOf [GEN], PersonY tells PersonX to call the accountant., PersonX asks PersonX to pay them, PersonY tells PersonY to call the accountant.
[Name] called the accountant ObjectUse [GEN], to make an appointment with the accountant, to make an appointment with the accountant, to make an appointment with the accountant
[Name] called the accountant PartOf [GEN], PersonY tells PersonX to pay them, the accountant answers the phone, PersonY tells PersonY to call the accountant.
[Name] called the accountant ReceivesAction [GEN], they get an answer, they get a receipt, PersonY tells PersonY to call the accountant
[Name] called the accountant RelatedTo [GEN], they get an answer, they get a bill, they get an answer
[Name] called the accountant SymbolOf [GEN], PersonY tells PersonY to call the accountant., to make an appointment, they get an answer
[Name] called the accountant UsedFor [GEN], PersonY tells PersonY that PersonY is a liar, PersonY asks PersonY what the problem is, PersonY tells PersonY to call the accountant.
[Name] called the accountant isAfter [GEN], PersonX needs to pay their taxes, PersonX needs to pay their taxes, PersonY tells PersonY that PersonY needs a new accountant
[Name] called the accountant isBefore [GEN], PersonX writes a check to PersonX, PersonX tells PersonX how much the accountant owes, PersonY tells PersonY to pay PersonY
[Name] called the accountant isFilledBy [GEN], the phone, the phone, the phone
[Name] called the accountant oEffect [GEN], none, none, none
[Name] called the accountant oReact [GEN], none, none, none
[Name] called the accountant oWant [GEN], to make a report, to make a decision, to make a decision
[Name] called the accountant xAttr [GEN], responsible, responsible, responsible
[Name] called the accountant xEffect [GEN], gets an answer, gets an answer, gets an answer
[Name] called the accountant xIntent [GEN], to find out how much they owe, to find out how much they owe, to make sure they have enough money
[Name] called the accountant xNeed [GEN], to pick up the phone, to pick up the phone, to dial the number
[Name] called the accountant xReact [GEN], satisfied, satisfied, satisfied
[Name] called the accountant xReason [GEN], The accountant is not answering the phone., the accountant is on vacation, PersonY tells PersonY that PersonY is a liar
[Name] called the accountant xWant [GEN], to talk to the accountant, to talk to the accountant, to talk to the accountant
[Name] sent a report to the editor AtLocation [GEN], newspaper, newspaper, newspaper
[Name] sent a report to the editor CapableOf [GEN], to write a report, to write a report, write a letter
[Name] sent a report to the editor Causes [GEN], PersonX reads the report., PersonX writes the report, the report was published
[Name] sent a report to the editor CausesDesire [GEN], PersonY reads the report, PersonY reads the report., the report was published
[Name] sent a report to the editor CreatedBy [GEN], read the report, to write a report, read the report
[Name] sent a report to the editor DefinedAs [GEN], PersonX reads the report., PersonY reads the report., read the report
[Name] sent a report to the editor DesireOf [GEN], PersonY reads the report, PersonY reads the report, read the report
[Name] sent a report to the editor Desires [GEN], to make a report, to make a report, to make a report
[Name] sent a report to the editor HasA [GEN], they get a response, they get a response, read the report
[Name] sent a report to the editor HasFirstSubevent [GEN], get a response, receives a response, read the report
[Name] sent a report to the editor HasLastSubevent [GEN], PersonX reads the report., PersonY reads the report, re-read the report
[Name] sent a report to the editor HasPainCharacter [GEN], PersonX reads the report, PersonY reads the report., read the report
[Name] sent a report to the editor HasPainIntensity [GEN], write a report, get a response, read the report
[Name] sent a report to the editor HasPrerequisite [GEN], write a report, to write a report, read the report
[Name] sent a report to the editor HasProperty [GEN], they got a response, they got a response, re-elected
[Name] sent a report to the editor HasSubEvent [GEN], write a letter, write a letter, read the report
[Name] sent a report to the editor HasSubevent [GEN], to make a report, to get a good grade, write a letter to editor
[Name] sent a report to the editor HinderedBy [GEN], The editor won't allow it., The editor won't allow it., The editor won't allow it.
[Name] sent a report to the editor InheritsFrom [GEN], PersonY reads the report, PersonY reads the report to the editor, the report was published
[Name] sent a report to the editor InstanceOf [GEN], PersonY reads the report., PersonY reads the report., the report was published
[Name] sent a report to the editor IsA [GEN], PersonY reads the report, PersonY reads the report, read the report
[Name] sent a report to the editor LocatedNear [GEN], to write a report, to write a report, to write a report
[Name] sent a report to the editor LocationOfAction [GEN], the editor to read it, the editor to read it, to make a report
[Name] sent a report to the editor MadeOf [GEN], the editor to read the report, the editor to read the report, the report to the editor
[Name] sent a report to the editor MadeUpOf [GEN], report card, a letter, report card
[Name] sent a report to the editor MotivatedByGoal [GEN], PersonY reads the report, PersonY reads the report, read the report
[Name] sent a report to the editor NotCapableOf [GEN], they get a response, PersonY reads the report, read the report
[Name] sent a report to the editor NotDesires [GEN], they get a response, PersonY reads the report, read the report
[Name] sent a report to the editor NotHasA [GEN], PersonX reads the report., PersonY reads the report., the report was published
[Name] sent a report to the editor NotHasProperty [GEN], they got a response, they got a good grade, a report to the editor
[Name] sent a report to the editor NotIsA [GEN], PersonX reads the report., PersonY reads the report., the report was published
[Name] sent a report to the editor NotMadeOf [GEN], report to the editor, to get a good grade, read the report
[Name] sent a report to the editor ObjectUse [GEN], to write a report, to write a report, to write a report
[Name] sent a report to the editor PartOf [GEN], they get a response, PersonY reads the report, read the report
[Name] sent a report to the editor ReceivesAction [GEN], they get a response, to get a job, read the report
[Name] sent a report to the editor RelatedTo [GEN], they get a response, PersonY reads the report, read the report
[Name] sent a report to the editor SymbolOf [GEN], they get a response, they get a response, read the report
[Name] sent a report to the editor UsedFor [GEN], write a report, to write a report, read the report
[Name] sent a report to the editor isAfter [GEN], PersonX writes a letter to editor, PersonX writes a letter to the editor, PersonY writes a letter
[Name] sent a report to the editor isBefore [GEN], PersonY reads the report to the editor, PersonY reads the report to the editor, PersonY reads the report
[Name] sent a report to the editor isFilledBy [GEN], newspaper, newspaper, newspaper
[Name] sent a report to the editor oEffect [GEN], none, receives the report, receives a report
[Name] sent a report to the editor oReact [GEN], none, none, none
[Name] sent a report to the editor oWant [GEN], to read the report, to read the report, to read the report
[Name] sent a report to the editor xAttr [GEN], responsible, responsible, responsible
[Name] sent a report to the editor xEffect [GEN], writes a letter, receives a response, writes a letter
[Name] sent a report to the editor xIntent [GEN], to make a report, to make a report, to inform the public
[Name] sent a report to the editor xNeed [GEN], to write a report, to write a report, to write a report
[Name] sent a report to the editor xReact [GEN], satisfied, satisfied, satisfied
[Name] sent a report to the editor xReason [GEN], PersonX writes a letter to the editor, PersonY reads the report., the report was published
[Name] sent a report to the editor xWant [GEN], to send the report to someone, to publish the report, to publish the report
[Name] drove away from the salesperson AtLocation [GEN], car, the car, the car
[Name] drove away from the salesperson CapableOf [GEN], get in the car, get in the car, get in the car
[Name] drove away from the salesperson Causes [GEN], The salesperson is too close to the car., The salesperson is talking to someone else., the salesperson leaves the store
[Name] drove away from the salesperson CausesDesire [GEN], the salesperson is gone,    the salesperson is talking, they get in the car and drive
[Name] drove away from the salesperson CreatedBy [GEN], get out of car, get out of the car, get in the car
[Name] drove away from the salesperson DefinedAs [GEN], get in the car, the car to go away, Finley gets in the car
[Name] drove away from the salesperson DesireOf [GEN], get out of car, they get in the car and drive, the salesperson is gone
[Name] drove away from the salesperson Desires [GEN], to get out of there, to get out of there, to get out of there
[Name] drove away from the salesperson HasA [GEN], get out of car,    the salesperson is not there, the salesperson is gone
[Name] drove away from the salesperson HasFirstSubevent [GEN], get out of car, get in the car, get out of the car
[Name] drove away from the salesperson HasLastSubevent [GEN], PersonX tells PersonX to go home, PersonX asks PersonX to buy something, Finley drives away from the salesperson
[Name] drove away from the salesperson HasPainCharacter [GEN], the salesperson leaves the store, the salesperson leaves the store, PersonY asks PersonY why they are leaving
[Name] drove away from the salesperson HasPainIntensity [GEN], get out of car, get in the car, get in the car
[Name] drove away from the salesperson HasPrerequisite [GEN], get out of car, get in the car, get in the car
[Name] drove away from the salesperson HasProperty [GEN], the salesperson left,    the salesperson is talking to them, the salesperson is not there
[Name] drove away from the salesperson HasSubEvent [GEN], get out of car, get out of car, get in car
[Name] drove away from the salesperson HasSubevent [GEN], get out of the car, to go somewhere else, get out of the car
[Name] drove away from the salesperson HinderedBy [GEN], The salesperson is standing in front of the car, The salesperson is standing in front of the car, The salesperson is standing in front of the car
[Name] drove away from the salesperson InheritsFrom [GEN], the salesperson is gone,    the salesperson is selling  a car, the salesperson is gone
[Name] drove away from the salesperson InstanceOf [GEN], the salesperson leaves,    the salesperson is talking to them, the salesperson is gone
[Name] drove away from the salesperson IsA [GEN], get out of the car, to get away from the person, the salesperson is not there
[Name] drove away from the salesperson LocatedNear [GEN], get out of the car, to go somewhere else, to go home
[Name] drove away from the salesperson LocationOfAction [GEN], get out of the car, to go somewhere else, get out of the car
[Name] drove away from the salesperson MadeOf [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away from the salesperson MadeUpOf [GEN], the car,   , the car
[Name] drove away from the salesperson MotivatedByGoal [GEN], the salesperson leaves, the salesperson leaves the store, they get out of the car
[Name] drove away from the salesperson NotCapableOf [GEN], get out of car, they get in the car, they get in their car
[Name] drove away from the salesperson NotDesires [GEN], get out of the car, they get in the car, they get in their car
[Name] drove away from the salesperson NotHasA [GEN], PersonX tells PersonX to go home, the salesperson leaves the store, the salesperson leaves the store
[Name] drove away from the salesperson NotHasProperty [GEN], the salesperson is not there, to get away from the person, the salesperson is selling something to them
[Name] drove away from the salesperson NotIsA [GEN], PersonX asks PersonX to leave, the salesperson leaves the store, PersonY gets in the car with PersonY
[Name] drove away from the salesperson NotMadeOf [GEN], get out of the car,    the salesperson is talking to them, the salesperson is gone
[Name] drove away from the salesperson ObjectUse [GEN], get out of the car, to go to the store, get out of the car
[Name] drove away from the salesperson PartOf [GEN], get in the car, they get in the car, they get in the car
[Name] drove away from the salesperson ReceivesAction [GEN], get out of car, get in the car, get in the car
[Name] drove away from the salesperson RelatedTo [GEN], get out of car, they get in the car, get out of the car
[Name] drove away from the salesperson SymbolOf [GEN], get out of car, to get away from the person, get out of car
[Name] drove away from the salesperson UsedFor [GEN], get out of car, they get in the car, get in the car
[Name] drove away from the salesperson isAfter [GEN], PersonX tells PersonX to go home, PersonX asks PersonY to buy a car, PersonY asks PersonY to buy a car
[Name] drove away from the salesperson isBefore [GEN], PersonX drives away from the salesperson, PersonX buys a new car, Finley drives to the store
[Name] drove away from the salesperson isFilledBy [GEN], car, the car, car
[Name] drove away from the salesperson oEffect [GEN], gets yelled at by person, gets yelled at by salesperson, gets yelled at by person
[Name] drove away from the salesperson oReact [GEN], none, none, none
[Name] drove away from the salesperson oWant [GEN], to go back to work, to talk to someone else, to make a sale
[Name] drove away from the salesperson xAttr [GEN], determined, angry, angry
[Name] drove away from the salesperson xEffect [GEN], gets yelled at, gets out of car, gets in the car
[Name] drove away from the salesperson xIntent [GEN], to go somewhere else, to go somewhere else, to go somewhere else
[Name] drove away from the salesperson xNeed [GEN], to get in the car, to get in the car, to get in the car
[Name] drove away from the salesperson xReact [GEN], relieved, relieved, relieved
[Name] drove away from the salesperson xReason [GEN], PersonX tells PersonX to go home,    the salesperson is talking to them, PersonY asks PersonY to buy something
[Name] drove away from the salesperson xWant [GEN], to go to the store, to go to the store, to go to the store
[Name] drove away the salesperson AtLocation [GEN], the car, the car, the salesperson is gone
[Name] drove away the salesperson CapableOf [GEN], get in the car, get in the car, get in the car
[Name] drove away the salesperson Causes [GEN], the salesperson is not a good person, the salesperson is not a good person, the salesperson is no longer there
[Name] drove away the salesperson CausesDesire [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson CreatedBy [GEN], the salesperson to go away, to get out of the car, to get rid of it
[Name] drove away the salesperson DefinedAs [GEN], the salesperson to leave, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson DesireOf [GEN], the salesperson to go away, the salesperson to leave the store, the salesperson to go away
[Name] drove away the salesperson Desires [GEN], to get rid of something, to get rid of the person, to get rid of the person
[Name] drove away the salesperson HasA [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson HasFirstSubevent [GEN], gets yelled at, they get a new car, they get a new car
[Name] drove away the salesperson HasLastSubevent [GEN], the salesperson to go away, the salesperson to go away, the salesperson leaves the store
[Name] drove away the salesperson HasPainCharacter [GEN], the salesperson to go away, the salesperson to leave the store, the salesperson to go away
[Name] drove away the salesperson HasPainIntensity [GEN], get in the car, get in the car, gets yelled at by person
[Name] drove away the salesperson HasPrerequisite [GEN], get out of the car, get out of the car, get a new job
[Name] drove away the salesperson HasProperty [GEN], the salesperson to leave, the salesperson to go away, the salesperson to leave
[Name] drove away the salesperson HasSubEvent [GEN], gets yelled at, get in the car, gets yelled at
[Name] drove away the salesperson HasSubevent [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson HinderedBy [GEN], The salesperson is too close to the car., The salesperson is in the car., They don't have a car to drive.
[Name] drove away the salesperson InheritsFrom [GEN], the salesperson to go away, the salesperson is no longer there, the salesperson to go away
[Name] drove away the salesperson InstanceOf [GEN], the salesperson to leave, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson IsA [GEN], the salesperson to go away, the salesperson to leave the store, the salesperson to leave the store
[Name] drove away the salesperson LocatedNear [GEN], to get out of the car, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson LocationOfAction [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson MadeOf [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson MadeUpOf [GEN], the salesperson leaves, the salesperson leaves, the salesperson to leave
[Name] drove away the salesperson MotivatedByGoal [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson NotCapableOf [GEN], to get away from the salesperson, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson NotDesires [GEN], the salesperson to go away, the salesperson to go away, the salesperson to leave
[Name] drove away the salesperson NotHasA [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson NotHasProperty [GEN], the salesperson to leave, the salesperson to leave, the salesperson to leave
[Name] drove away the salesperson NotIsA [GEN], the salesperson to go away, the salesperson to go away, the salesperson leaves the store
[Name] drove away the salesperson NotMadeOf [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson ObjectUse [GEN], to get out of the car, to get rid of the person, to get rid of the person
[Name] drove away the salesperson PartOf [GEN], the salesperson to leave, the salesperson to go away, the salesperson to leave
[Name] drove away the salesperson ReceivesAction [GEN], the salesperson to go away, the salesperson to go away, the salesperson to leave
[Name] drove away the salesperson RelatedTo [GEN], to get away from the salesperson, to get rid of the person, the salesperson to leave
[Name] drove away the salesperson SymbolOf [GEN], to get away from the salesperson, the salesperson to go away, the salesperson to go away
