Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] told the designer she received a lawsuit CapableOf [GEN],file,file,file
[Name] told the designer she received a lawsuit Causes [GEN],injury,injury,injury
[Name] told the designer she received a lawsuit CausesDesire [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit CreatedBy [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit DefinedAs [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit DesireOf [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit Desires [GEN],justice,justice,justice
[Name] told the designer she received a lawsuit HasA [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit HasFirstSubevent [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit HasLastSubevent [GEN],designer,attorney,her
[Name] told the designer she received a lawsuit HasPainCharacter [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit HasPainIntensity [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit HasPrerequisite [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit HasProperty [GEN],nervous,unfair,short for lawsuit
[Name] told the designer she received a lawsuit HasSubEvent [GEN],gets fired,gets fired,gets fired
[Name] told the designer she received a lawsuit HasSubevent [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit HinderedBy [GEN],Helen told the designer she received a lawsuit,PersonX has no lawyer.,Shawn told the designer she received a lawsuit
[Name] told the designer she received a lawsuit InheritsFrom [GEN],designer,lawyer,attorney
[Name] told the designer she received a lawsuit InstanceOf [GEN],designer,designer,her
[Name] told the designer she received a lawsuit IsA [GEN],designer,designer,her
[Name] told the designer she received a lawsuit LocatedNear [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit LocationOfAction [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit MadeOf [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit MadeUpOf [GEN],suit,claim,suit
[Name] told the designer she received a lawsuit MotivatedByGoal [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit NotCapableOf [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit NotDesires [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit NotHasA [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit NotHasProperty [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit NotIsA [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit NotMadeOf [GEN],designer,lawyer,designer
[Name] told the designer she received a lawsuit ObjectUse [GEN],file,get a divorce,get a divorce
[Name] told the designer she received a lawsuit PartOf [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit ReceivesAction [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit RelatedTo [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit SymbolOf [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit UsedFor [GEN],designer,designer,designer
[Name] told the designer she received a lawsuit isAfter [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] told the designer she received a lawsuit isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] told the designer she received a lawsuit isFilledBy [GEN],car,car,car
[Name] told the designer she received a lawsuit oEffect [GEN],gets fired,gets fired,gets fired
[Name] told the designer she received a lawsuit oReact [GEN],sad,sad,sad
[Name] told the designer she received a lawsuit oWant [GEN],to make a settlement,to settle,to settle
[Name] told the designer she received a lawsuit xAttr [GEN],mean,mean,mean
[Name] told the designer she received a lawsuit xEffect [GEN],gets fired,gets fired,gets fired
[Name] told the designer she received a lawsuit xIntent [GEN],to get a divorce,sue,justice
[Name] told the designer she received a lawsuit xNeed [GEN],contact the lawyer,have a lawyer,to go to court
[Name] told the designer she received a lawsuit xReact [GEN],sad,sad,sad
[Name] told the designer she received a lawsuit xReason [GEN],she was fired,she got fired,she got fired
[Name] told the designer she received a lawsuit xWant [GEN],to cry,to cry,to cry
[Name] told the designer that he may lose his job AtLocation [GEN],garage,store,garage
[Name] told the designer that he may lose his job CapableOf [GEN],lie,get fired,get fired
[Name] told the designer that he may lose his job Causes [GEN],disappointed,disappointed,lose income
[Name] told the designer that he may lose his job CausesDesire [GEN],truck,lose money,lose money
[Name] told the designer that he may lose his job CreatedBy [GEN],lose job,designer,design
[Name] told the designer that he may lose his job DefinedAs [GEN],s,designer,design
[Name] told the designer that he may lose his job DesireOf [GEN],get fired,designer,design
[Name] told the designer that he may lose his job Desires [GEN],get fired,to get a new job,lose money
[Name] told the designer that he may lose his job HasA [GEN],lose money,designer,get fired
[Name] told the designer that he may lose his job HasFirstSubevent [GEN],truck,lose money,lose money
[Name] told the designer that he may lose his job HasLastSubevent [GEN],lose money,lose money,lose money
[Name] told the designer that he may lose his job HasPainCharacter [GEN],truck,designer,bad design
[Name] told the designer that he may lose his job HasPainIntensity [GEN],get fired,designer,design
[Name] told the designer that he may lose his job HasPrerequisite [GEN],lose job,designer,bad design
[Name] told the designer that he may lose his job HasProperty [GEN],nervous,nervous,nervous
[Name] told the designer that he may lose his job HasSubEvent [GEN],get fired,get fired,lose money
[Name] told the designer that he may lose his job HasSubevent [GEN],truck,designer,designer
[Name] told the designer that he may lose his job HinderedBy [GEN],Andrea told the designer that he may lose his job,PersonX does not have a job.,Sage told the designer that he may lose his job
[Name] told the designer that he may lose his job InheritsFrom [GEN],lose money,designer,bad design
[Name] told the designer that he may lose his job InstanceOf [GEN],truck,designer,design
[Name] told the designer that he may lose his job IsA [GEN],lose money,designer,design
[Name] told the designer that he may lose his job LocatedNear [GEN],lose money,designer,designer
[Name] told the designer that he may lose his job LocationOfAction [GEN],lose money,designer,get fired
[Name] told the designer that he may lose his job MadeOf [GEN],lose money,designer,design
[Name] told the designer that he may lose his job MadeUpOf [GEN],equipment,designer,designer
[Name] told the designer that he may lose his job MotivatedByGoal [GEN],lose money,designer,designer
[Name] told the designer that he may lose his job NotCapableOf [GEN],lose money,designer,design
[Name] told the designer that he may lose his job NotDesires [GEN],truck,designer,designer
[Name] told the designer that he may lose his job NotHasA [GEN],lose money,lose money,design
[Name] told the designer that he may lose his job NotHasProperty [GEN],lose job,designer,get fired
[Name] told the designer that he may lose his job NotIsA [GEN],truck,lose money,lose money
[Name] told the designer that he may lose his job NotMadeOf [GEN],lose money,lose money,designer
[Name] told the designer that he may lose his job ObjectUse [GEN],get fired,get fired,get fired
[Name] told the designer that he may lose his job PartOf [GEN],get fired,designer,get fired
[Name] told the designer that he may lose his job ReceivesAction [GEN],truck,designer,bad design
[Name] told the designer that he may lose his job RelatedTo [GEN],get fired,designer,lose money
[Name] told the designer that he may lose his job SymbolOf [GEN],get fired,designer,get fired
[Name] told the designer that he may lose his job UsedFor [GEN],lose money,designer,design
[Name] told the designer that he may lose his job isAfter [GEN],PersonX gets fired,PersonX loses his job,Sage told the designer that he may lose his job
[Name] told the designer that he may lose his job isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] told the designer that he may lose his job isFilledBy [GEN],doctor,doctor,designer
[Name] told the designer that he may lose his job oEffect [GEN],gets fired,gets fired,Sage told the designer that he may lose his job
[Name] told the designer that he may lose his job oReact [GEN],disappointed,disappointed,disappointed
[Name] told the designer that he may lose his job oWant [GEN],Andrea told the designer that he may lose his job,to give him a raise,to hire someone else
[Name] told the designer that he may lose his job xAttr [GEN],irresponsible,irresponsible,irresponsible
[Name] told the designer that he may lose his job xEffect [GEN],gets fired,gets fired,gets fired
[Name] told the designer that he may lose his job xIntent [GEN],to get fired,to get fired,lose money
[Name] told the designer that he may lose his job xNeed [GEN],get fired,have a job,get fired
[Name] told the designer that he may lose his job xReact [GEN],disappointed,upset,disappointed
[Name] told the designer that he may lose his job xReason [GEN],Andrea told the designer that he may lose his job,he has no job,Sage told the designer that he may lose his job
[Name] told the designer that he may lose his job xWant [GEN],to cry,to cry,to cry
[Name] yelled at the accountant AtLocation [GEN],accountants office,desk,accountants office
[Name] yelled at the accountant CapableOf [GEN],report taxes,get fired,demand refund
[Name] yelled at the accountant Causes [GEN],angry,angry,angry
[Name] yelled at the accountant CausesDesire [GEN],money,get fired,accountants
[Name] yelled at the accountant CreatedBy [GEN],accountant,get fired,accountants
[Name] yelled at the accountant DefinedAs [GEN],accountant,get fired,accountants
[Name] yelled at the accountant DesireOf [GEN],accountant,get fired,accountants
[Name] yelled at the accountant Desires [GEN],money,money,money
[Name] yelled at the accountant HasA [GEN],accountant,get fired,accountants
[Name] yelled at the accountant HasFirstSubevent [GEN],accountant,get fired,accountants
[Name] yelled at the accountant HasLastSubevent [GEN],accountant,get fired,accountants
[Name] yelled at the accountant HasPainCharacter [GEN],accountant,get fired,money
[Name] yelled at the accountant HasPainIntensity [GEN],accountant,get fired,accountants
[Name] yelled at the accountant HasPrerequisite [GEN],accountants,get fired,accountants
[Name] yelled at the accountant HasProperty [GEN],short for accountant,mean,mean
[Name] yelled at the accountant HasSubEvent [GEN],get fired,get fired,get fired
[Name] yelled at the accountant HasSubevent [GEN],accountant,get fired,accountants
[Name] yelled at the accountant HinderedBy [GEN],PersonX doesn't want to get fired.,PersonX is too timid.,PersonX is too timid.
[Name] yelled at the accountant InheritsFrom [GEN],accountant,get fired,money
[Name] yelled at the accountant InstanceOf [GEN],accountant,get fired,get fired
[Name] yelled at the accountant IsA [GEN],accountant,get fired,accountants
[Name] yelled at the accountant LocatedNear [GEN],accountant,get fired,get fired
[Name] yelled at the accountant LocationOfAction [GEN],accountant,get fired,get fired
[Name] yelled at the accountant MadeOf [GEN],money,get fired,accountants
[Name] yelled at the accountant MadeUpOf [GEN],accountant,letter,letter
[Name] yelled at the accountant MotivatedByGoal [GEN],accountant,get fired,accountants
[Name] yelled at the accountant NotCapableOf [GEN],accountant,get fired,get fired
[Name] yelled at the accountant NotDesires [GEN],accountant,get fired,get fired
[Name] yelled at the accountant NotHasA [GEN],accountant,get fired,accountants
[Name] yelled at the accountant NotHasProperty [GEN],accountant,get fired,accountants
[Name] yelled at the accountant NotIsA [GEN],accountant,get fired,accountants
[Name] yelled at the accountant NotMadeOf [GEN],money,get fired,get fired
[Name] yelled at the accountant ObjectUse [GEN],get a refund,get a refund,get a refund
[Name] yelled at the accountant PartOf [GEN],accountant,get fired,accountants
[Name] yelled at the accountant ReceivesAction [GEN],money,get fired,accountants
[Name] yelled at the accountant RelatedTo [GEN],accountant,get fired,accountants
[Name] yelled at the accountant SymbolOf [GEN],accountant,get fired,get fired
[Name] yelled at the accountant UsedFor [GEN],accountant,get fired,accountants
[Name] yelled at the accountant isAfter [GEN],PersonX gets fired,PersonX gets fired,PersonX loses money
[Name] yelled at the accountant isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] yelled at the accountant isFilledBy [GEN],accountant,accountants,accountants
[Name] yelled at the accountant oEffect [GEN],gets yelled at,gets yelled at,gets yelled at
[Name] yelled at the accountant oReact [GEN],angry,angry,confused
[Name] yelled at the accountant oWant [GEN],to yell at personX,to get a raise,to ask why
[Name] yelled at the accountant xAttr [GEN],mean,irresponsible,mean
[Name] yelled at the accountant xEffect [GEN],gets fired,gets fired,gets fired
[Name] yelled at the accountant xIntent [GEN],to show frustration,to show frustration,to show frustration
[Name] yelled at the accountant xNeed [GEN],find accountant,find accountant,find accountant
[Name] yelled at the accountant xReact [GEN],angry,angry,angry
[Name] yelled at the accountant xReason [GEN],she is mad,accountant stole money,accountant did wrong
[Name] yelled at the accountant xWant [GEN],to apologize,to apologize,to apologize
[Name] yelled at the accountant about the mistakes AtLocation [GEN],accountants office,accountants office,book
[Name] yelled at the accountant about the mistakes CapableOf [GEN],cause,cause,cause
[Name] yelled at the accountant about the mistakes Causes [GEN],dissatisfied,inadequate,lose money
[Name] yelled at the accountant about the mistakes CausesDesire [GEN],accountants,accountants,accountants
[Name] yelled at the accountant about the mistakes CreatedBy [GEN],accountants,accountant,get fired
[Name] yelled at the accountant about the mistakes DefinedAs [GEN],accountants,accountant,get fired
[Name] yelled at the accountant about the mistakes DesireOf [GEN],accountants,accountants,accountants
[Name] yelled at the accountant about the mistakes Desires [GEN],correct,correct,accountants to do better
[Name] yelled at the accountant about the mistakes HasA [GEN],accountants,accountants,get fired
[Name] yelled at the accountant about the mistakes HasFirstSubevent [GEN],accountants,accountants,accountants
[Name] yelled at the accountant about the mistakes HasLastSubevent [GEN],accountants,accountant,get fired
[Name] yelled at the accountant about the mistakes HasPainCharacter [GEN],accountants,accountants,accountants
[Name] yelled at the accountant about the mistakes HasPainIntensity [GEN],accountants,accountant,get fired
[Name] yelled at the accountant about the mistakes HasPrerequisite [GEN],get fired,accountants,get fired
[Name] yelled at the accountant about the mistakes HasProperty [GEN],bad,bad,bad
[Name] yelled at the accountant about the mistakes HasSubEvent [GEN],get fired,get fired,get fired
[Name] yelled at the accountant about the mistakes HasSubevent [GEN],accountants,accountant,accountant
[Name] yelled at the accountant about the mistakes HinderedBy [GEN],Doris yelled at the accountant about the mistakes,PersonX doesn't know how.,Noel yelled at the accountant about the mistakes
[Name] yelled at the accountant about the mistakes InheritsFrom [GEN],get fired,accountants,get fired
[Name] yelled at the accountant about the mistakes InstanceOf [GEN],accountants,accountants,accountants
[Name] yelled at the accountant about the mistakes IsA [GEN],accountants,accountants,get fired
[Name] yelled at the accountant about the mistakes LocatedNear [GEN],accountants,accountant,accountants
[Name] yelled at the accountant about the mistakes LocationOfAction [GEN],accountants,accountants,get fired
[Name] yelled at the accountant about the mistakes MadeOf [GEN],accountants,accountant,accountants
[Name] yelled at the accountant about the mistakes MadeUpOf [GEN],words,number,letter
[Name] yelled at the accountant about the mistakes MotivatedByGoal [GEN],accountants,accountant,get fired
[Name] yelled at the accountant about the mistakes NotCapableOf [GEN],get fired,accountants,get fired
[Name] yelled at the accountant about the mistakes NotDesires [GEN],accountants,accountant,accountants
[Name] yelled at the accountant about the mistakes NotHasA [GEN],accountants,accountant,accountants
[Name] yelled at the accountant about the mistakes NotHasProperty [GEN],accountants,accountant,get fired
[Name] yelled at the accountant about the mistakes NotIsA [GEN],accountants,accountant,accountants
[Name] yelled at the accountant about the mistakes NotMadeOf [GEN],accountants,accountants,accountants
[Name] yelled at the accountant about the mistakes ObjectUse [GEN],get fired,get fired,get fired
[Name] yelled at the accountant about the mistakes PartOf [GEN],accountants,accountant,accountants
[Name] yelled at the accountant about the mistakes ReceivesAction [GEN],accountants,accountants,get fired
[Name] yelled at the accountant about the mistakes RelatedTo [GEN],accountants,accountants,get fired
[Name] yelled at the accountant about the mistakes SymbolOf [GEN],accountants,accountant,accountants
[Name] yelled at the accountant about the mistakes UsedFor [GEN],accountants,accountants,get fired
[Name] yelled at the accountant about the mistakes isAfter [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] yelled at the accountant about the mistakes isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] yelled at the accountant about the mistakes isFilledBy [GEN],taxes,taxes,money
[Name] yelled at the accountant about the mistakes oEffect [GEN],gets fired,gets fired,gets fired
[Name] yelled at the accountant about the mistakes oReact [GEN],disappointed,disappointed,disappointed
[Name] yelled at the accountant about the mistakes oWant [GEN],to fix the problem,to help them,to fix the problem
[Name] yelled at the accountant about the mistakes xAttr [GEN],irresponsible,irresponsible,irresponsible
[Name] yelled at the accountant about the mistakes xEffect [GEN],gets fired,gets fired,gets fired
[Name] yelled at the accountant about the mistakes xIntent [GEN],to show frustration,to show frustration,to show frustration
[Name] yelled at the accountant about the mistakes xNeed [GEN],have a reason,call accountant,call accountant
[Name] yelled at the accountant about the mistakes xReact [GEN],angry,upset,upset
[Name] yelled at the accountant about the mistakes xReason [GEN],the accountant is wrong,the accountant is wrong,the accountant is wrong
[Name] yelled at the accountant about the mistakes xWant [GEN],to apologize,to apologize,to apologize
[Name] is talking to the cashier AtLocation [GEN],store,store,resturant
[Name] is talking to the cashier CapableOf [GEN],pay bill,pay bill,bag groceries
[Name] is talking to the cashier Causes [GEN],money,money,pay
[Name] is talking to the cashier CausesDesire [GEN],money,cashier,money
[Name] is talking to the cashier CreatedBy [GEN],money,truck,money
[Name] is talking to the cashier DefinedAs [GEN],cashier,cashier,bag
[Name] is talking to the cashier DesireOf [GEN],money,truck,money
[Name] is talking to the cashier Desires [GEN],money,money,money
[Name] is talking to the cashier HasA [GEN],money,money,money
[Name] is talking to the cashier HasFirstSubevent [GEN],cashier,cashier,money
[Name] is talking to the cashier HasLastSubevent [GEN],money,money,money
[Name] is talking to the cashier HasPainCharacter [GEN],cashier,cashier,money
[Name] is talking to the cashier HasPainIntensity [GEN],cashier,cashier,money
[Name] is talking to the cashier HasPrerequisite [GEN],money,money,money
[Name] is talking to the cashier HasProperty [GEN],kids,short for cashier,short for cashier
[Name] is talking to the cashier HasSubEvent [GEN],pay bill,pay bill,pay bill
[Name] is talking to the cashier HasSubevent [GEN],cashier,truck,bag
[Name] is talking to the cashier HinderedBy [GEN],the cashier is busy,The cashier is out of town.,The cashier is working.
[Name] is talking to the cashier InheritsFrom [GEN],cashier,truck,money
[Name] is talking to the cashier InstanceOf [GEN],money,truck,bag
[Name] is talking to the cashier IsA [GEN],money,truck,money
[Name] is talking to the cashier LocatedNear [GEN],cashier,cashier,cashier
[Name] is talking to the cashier LocationOfAction [GEN],money,money,money
[Name] is talking to the cashier MadeOf [GEN],cashier,truck,money
[Name] is talking to the cashier MadeUpOf [GEN],bill,cashier,cashier
[Name] is talking to the cashier MotivatedByGoal [GEN],money,truck,truck
[Name] is talking to the cashier NotCapableOf [GEN],money,truck,money
[Name] is talking to the cashier NotDesires [GEN],cashier,money,bag
[Name] is talking to the cashier NotHasA [GEN],cashier,cashier,cashier
[Name] is talking to the cashier NotHasProperty [GEN],cashier,cashier,money
[Name] is talking to the cashier NotIsA [GEN],money,cashier,money
[Name] is talking to the cashier NotMadeOf [GEN],cashier,cashier,money
[Name] is talking to the cashier ObjectUse [GEN],pay bill,buy food,buy food
[Name] is talking to the cashier PartOf [GEN],money,cashier,money
[Name] is talking to the cashier ReceivesAction [GEN],cashier,truck,bag
[Name] is talking to the cashier RelatedTo [GEN],money,cashier,money
[Name] is talking to the cashier SymbolOf [GEN],cashier,truck,money
[Name] is talking to the cashier UsedFor [GEN],cashier,money,money
[Name] is talking to the cashier isAfter [GEN],Abigail is talking to the cashier,PersonX walks into the store,PersonX walks into the store
[Name] is talking to the cashier isBefore [GEN],Abigail is talking to the cashier,PersonX leaves the store,PersonX leaves the store
[Name] is talking to the cashier isFilledBy [GEN],cashier,cashier,cashier
[Name] is talking to the cashier oEffect [GEN],makes money,makes money,makes money
[Name] is talking to the cashier oReact [GEN],happy,happy,happy
[Name] is talking to the cashier oWant [GEN],to get paid,to get paid,to get paid
[Name] is talking to the cashier xAttr [GEN],curious,helpful,curious
[Name] is talking to the cashier xEffect [GEN],talks to cashier,gets yelled at,gets yelled at
[Name] is talking to the cashier xIntent [GEN],money,money,money
[Name] is talking to the cashier xNeed [GEN],go to cashier,go to cashier,go to cashier
[Name] is talking to the cashier xReact [GEN],happy,satisfied,satisfied
[Name] is talking to the cashier xReason [GEN],cashier,cashier,the cashier is working
[Name] is talking to the cashier xWant [GEN],pay bill,to pay the cashier,to buy food
[Name] talked to the cleaner AtLocation [GEN],garage,garage,garage
[Name] talked to the cleaner CapableOf [GEN],clean floor,clean house,clean floor
[Name] talked to the cleaner Causes [GEN],cleanliness,cleanliness,cleaner
[Name] talked to the cleaner CausesDesire [GEN],clean,clean,cleaner
[Name] talked to the cleaner CreatedBy [GEN],cleaner,clean house,cleaner
[Name] talked to the cleaner DefinedAs [GEN],cleaner,clean,cleaner
[Name] talked to the cleaner DesireOf [GEN],cleaner,clean,clean
[Name] talked to the cleaner Desires [GEN],clean clothes,clean clothes,clean clothes
[Name] talked to the cleaner HasA [GEN],cleaner,clean,cleaner
[Name] talked to the cleaner HasFirstSubevent [GEN],cleaner,cleaner,cleaner
[Name] talked to the cleaner HasLastSubevent [GEN],clean,clean,clean
[Name] talked to the cleaner HasPainCharacter [GEN],cleaner,clean,clean
[Name] talked to the cleaner HasPainIntensity [GEN],cleaner,clean,clean
[Name] talked to the cleaner HasPrerequisite [GEN],cleaner,dirty clothes,clean
[Name] talked to the cleaner HasProperty [GEN],clean,kids,kids
[Name] talked to the cleaner HasSubEvent [GEN],clean clothes,clean clothes,clean
[Name] talked to the cleaner HasSubevent [GEN],cleaner,clean,cleaner
[Name] talked to the cleaner HinderedBy [GEN],The cleaner is out of town.,The cleaner is closed.,PersonX doesn't have a car.
[Name] talked to the cleaner InheritsFrom [GEN],clean,clean,water
[Name] talked to the cleaner InstanceOf [GEN],clean,clean,clean
[Name] talked to the cleaner IsA [GEN],clean,clean,clean
[Name] talked to the cleaner LocatedNear [GEN],clean,clean,clean
[Name] talked to the cleaner LocationOfAction [GEN],cleaner,clean,smoke
[Name] talked to the cleaner MadeOf [GEN],cleaner,clean,clean
[Name] talked to the cleaner MadeUpOf [GEN],cleaner,lock,cleaner
[Name] talked to the cleaner MotivatedByGoal [GEN],cleaner,clean,cleaner
[Name] talked to the cleaner NotCapableOf [GEN],cleaner,clean,clean
[Name] talked to the cleaner NotDesires [GEN],cleaner,clean,cleaner
[Name] talked to the cleaner NotHasA [GEN],cleaner,cleaner,clean
[Name] talked to the cleaner NotHasProperty [GEN],cleaner,garage,cleaner
[Name] talked to the cleaner NotIsA [GEN],cleaner,clean,cleaner
[Name] talked to the cleaner NotMadeOf [GEN],cleaner,cleaner,cleaner
[Name] talked to the cleaner ObjectUse [GEN],clean the floor,clean the floor,clean the floor
[Name] talked to the cleaner PartOf [GEN],cleaner,clean,water
[Name] talked to the cleaner ReceivesAction [GEN],cleaner,clean,clean
[Name] talked to the cleaner RelatedTo [GEN],cleaner,clean,clean
[Name] talked to the cleaner SymbolOf [GEN],cleaner,clean,water
[Name] talked to the cleaner UsedFor [GEN],cleaner,clean,water
[Name] talked to the cleaner isAfter [GEN],PersonX spills wine,PersonX spills wine,dirty clothes
[Name] talked to the cleaner isBefore [GEN],PersonX pays the cleaner,PersonX pays the cleaner,PersonX pays for cleaning
[Name] talked to the cleaner isFilledBy [GEN],the cleaner,garage,cleaner
[Name] talked to the cleaner oEffect [GEN],makes money,makes money,smiles
[Name] talked to the cleaner oReact [GEN],helpful,happy,happy
[Name] talked to the cleaner oWant [GEN],to get paid,to get paid,clean up
[Name] talked to the cleaner xAttr [GEN],responsible,responsible,responsible
[Name] talked to the cleaner xEffect [GEN],smiles,gets yelled at,smiles
[Name] talked to the cleaner xIntent [GEN],to be helpful,clean,clean
[Name] talked to the cleaner xNeed [GEN],to walk up to the cleaner,call the cleaner,find cleaner
[Name] talked to the cleaner xReact [GEN],relieved,relieved,relieved
[Name] talked to the cleaner xReason [GEN],dirty clothes,dirty clothes,dirty clothes
[Name] talked to the cleaner xWant [GEN],to thank the cleaner,clean house,clean up
[Name] is discussing with the teacher AtLocation [GEN],school,school,school
[Name] is discussing with the teacher CapableOf [GEN],teach,teach,teach
[Name] is discussing with the teacher Causes [GEN],learn,listen to teacher,students to understand
[Name] is discussing with the teacher CausesDesire [GEN],teach,teacher,students
[Name] is discussing with the teacher CreatedBy [GEN],students,teach,teacher
[Name] is discussing with the teacher DefinedAs [GEN],teach,teacher,teacher
[Name] is discussing with the teacher DesireOf [GEN],teach,teach,teacher
[Name] is discussing with the teacher Desires [GEN],to learn,to learn,to learn
[Name] is discussing with the teacher HasA [GEN],students,teacher,teacher
[Name] is discussing with the teacher HasFirstSubevent [GEN],students,teacher,students
[Name] is discussing with the teacher HasLastSubevent [GEN],students,teach,students
[Name] is discussing with the teacher HasPainCharacter [GEN],teach,teach,students
[Name] is discussing with the teacher HasPainIntensity [GEN],teach,teacher,teacher
[Name] is discussing with the teacher HasPrerequisite [GEN],students,teacher,students
[Name] is discussing with the teacher HasProperty [GEN],kids,students,nervous
[Name] is discussing with the teacher HasSubEvent [GEN],listen to teacher,listen to teacher,listen to teacher
[Name] is discussing with the teacher HasSubevent [GEN],teach,teacher,teacher
[Name] is discussing with the teacher HinderedBy [GEN],PersonX is in class.,PersonX is in class.,PersonX is in class.
[Name] is discussing with the teacher InheritsFrom [GEN],teach,teacher,students
[Name] is discussing with the teacher InstanceOf [GEN],teach,teacher,teach
[Name] is discussing with the teacher IsA [GEN],students,teacher,students
[Name] is discussing with the teacher LocatedNear [GEN],teach,teacher,teach
[Name] is discussing with the teacher LocationOfAction [GEN],teach,teacher,students
[Name] is discussing with the teacher MadeOf [GEN],students,teacher,students
[Name] is discussing with the teacher MadeUpOf [GEN],student,student,student
[Name] is discussing with the teacher MotivatedByGoal [GEN],students,teacher,teach
[Name] is discussing with the teacher NotCapableOf [GEN],students,teacher,students
[Name] is discussing with the teacher NotDesires [GEN],students,teacher,teacher
[Name] is discussing with the teacher NotHasA [GEN],students,teacher,teacher
[Name] is discussing with the teacher NotHasProperty [GEN],teach,teacher,teacher
[Name] is discussing with the teacher NotIsA [GEN],students,teacher,students
[Name] is discussing with the teacher NotMadeOf [GEN],teach,teacher,teacher
[Name] is discussing with the teacher ObjectUse [GEN],learn new information,teach,teach
[Name] is discussing with the teacher PartOf [GEN],teach,teacher,teacher
[Name] is discussing with the teacher ReceivesAction [GEN],teach,teacher,students
[Name] is discussing with the teacher RelatedTo [GEN],students,teacher,students
[Name] is discussing with the teacher SymbolOf [GEN],students,teacher,teacher
[Name] is discussing with the teacher UsedFor [GEN],teach,teacher,students
[Name] is discussing with the teacher isAfter [GEN],PersonX is in class,PersonX is in class,PersonX is in class
[Name] is discussing with the teacher isBefore [GEN],PersonX gets a good grade,PersonX gets a good grade,PersonX gets a good grade
[Name] is discussing with the teacher isFilledBy [GEN],students,students,students
[Name] is discussing with the teacher oEffect [GEN],is asked questions,listens,listens
[Name] is discussing with the teacher oReact [GEN],happy,informed,informed
[Name] is discussing with the teacher oWant [GEN],to ask questions,to ask questions,to ask questions
[Name] is discussing with the teacher xAttr [GEN],curious,curious,informative
[Name] is discussing with the teacher xEffect [GEN],is asked questions,is asked questions,is asked questions
[Name] is discussing with the teacher xIntent [GEN],to discuss,to learn,to communicate
[Name] is discussing with the teacher xNeed [GEN],go to school,to be in class,to be in class
[Name] is discussing with the teacher xReact [GEN],happy,satisfied,satisfied
[Name] is discussing with the teacher xReason [GEN],students,the teacher is sick,the teacher is sick
[Name] is discussing with the teacher xWant [GEN],to ask questions,to ask questions,to ask questions
[Name] is talking to the baker AtLocation [GEN],kitchen,kitchen,kitchen
[Name] is talking to the baker CapableOf [GEN],bread fish,bread fish,bread fish
[Name] is talking to the baker Causes [GEN],dessert,salad,dessert
[Name] is talking to the baker CausesDesire [GEN],bread,full,dessert
[Name] is talking to the baker CreatedBy [GEN],dessert,baker,baker
[Name] is talking to the baker DefinedAs [GEN],bread,cooking,dessert
[Name] is talking to the baker DesireOf [GEN],bread,cooking,baker
[Name] is talking to the baker Desires [GEN],satisfied,cooking,something to eat
[Name] is talking to the baker HasA [GEN],bread,baker,dessert
[Name] is talking to the baker HasFirstSubevent [GEN],bread,cooking,dessert
[Name] is talking to the baker HasLastSubevent [GEN],bread,dessert,dessert
[Name] is talking to the baker HasPainCharacter [GEN],dessert,baker,dessert
[Name] is talking to the baker HasPainIntensity [GEN],bread,cooking,dessert
[Name] is talking to the baker HasPrerequisite [GEN],dessert,cook,baker
[Name] is talking to the baker HasProperty [GEN],hungry,hungry,hungry
[Name] is talking to the baker HasSubEvent [GEN],pay bill,buys bread,cooking
[Name] is talking to the baker HasSubevent [GEN],dessert,cooking,bread
[Name] is talking to the baker HinderedBy [GEN],The baker is out of town.,The baker is out of town.,The baker is out of town.
[Name] is talking to the baker InheritsFrom [GEN],dessert,bread,dessert
[Name] is talking to the baker InstanceOf [GEN],bread,cooking,dessert
[Name] is talking to the baker IsA [GEN],bread,cooking,baker
