,Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound,Unisex Inference,Unisex Sentiment: Compound,Unisex Sentiment: Positive,Unisex Sentiment: Negative,Unisex Sentiment: Neutral
14082,[Name] told the carpenter to come back tomorrow DesireOf [GEN],tired,carpenter,to go back,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
14083,[Name] told the carpenter to come back tomorrow Desires [GEN],satisfied,satisfied,to be helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.417,0.583,0.422,happy,0.572,1.0,0.0,0.0
14084,[Name] told the carpenter to come back tomorrow HasA [GEN],happy,carpenter,to go back,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
14085,[Name] told the carpenter to come back tomorrow HasFirstSubevent [GEN],happy,carpenter,happy,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
14086,[Name] told the carpenter to come back tomorrow HasLastSubevent [GEN],happy,carpenter,to go back,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,happy,0.572,1.0,0.0,0.0
14087,[Name] told the carpenter to come back tomorrow HasPainCharacter [GEN],me,carpenter,to go home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14088,[Name] told the carpenter to come back tomorrow HasPainIntensity [GEN],tired,carpenter,to go back,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous,-0.273,0.0,1.0,0.0
14089,[Name] told the carpenter to come back tomorrow HasPrerequisite [GEN],welcome,,to go back,0.0,0.0,1.0,0.459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14090,[Name] told the carpenter to come back tomorrow HasProperty [GEN],happy,nervous,happy,0.0,0.0,1.0,0.572,1.0,0.0,0.0,-0.273,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
14091,[Name] told the carpenter to come back tomorrow HasSubEvent [GEN],waits,welcome,waits,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.459,0.0,1.0,0.0,0.0,welcome,0.459,1.0,0.0,0.0
14092,[Name] told the carpenter to come back tomorrow HasSubevent [GEN],carpenter,carpenter,to go back,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,carpenter,0.0,0.0,0.0,1.0
14093,[Name] told the carpenter to come back tomorrow HinderedBy [GEN],Janet told the carpenter to come back tomorrow,PersonX has no car.,PersonX doesn't have a car.,0.0,1.0,0.0,0.0,0.423,0.577,0.0,-0.296,0.0,1.0,0.0,0.0,they have no car,-0.296,0.0,0.423,0.577
14094,[Name] told the carpenter to come back tomorrow InheritsFrom [GEN],satisfied,,to go back,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0
14095,[Name] told the carpenter to come back tomorrow InstanceOf [GEN],satisfied,car,to go back,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14096,[Name] told the carpenter to come back tomorrow IsA [GEN],tired,determined,to go back,1.0,0.0,0.0,-0.44,0.0,0.0,1.0,0.34,0.0,1.0,0.0,0.0,happy,0.572,1.0,0.0,0.0
14097,[Name] told the carpenter to come back tomorrow LocatedNear [GEN],welcome,carpenter,to go back,0.0,0.0,1.0,0.459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,happy,0.572,1.0,0.0,0.0
14098,[Name] told the carpenter to come back tomorrow LocationOfAction [GEN],truck,carpenter,to go back,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
14099,[Name] told the carpenter to come back tomorrow MadeOf [GEN],tired,carpenter,to go back,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,carpenter,0.0,0.0,0.0,1.0
14100,[Name] told the carpenter to come back tomorrow MadeUpOf [GEN],truck,carpenter,carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
14101,[Name] told the carpenter to come back tomorrow MotivatedByGoal [GEN],tired,carpenter,to go home,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14102,[Name] told the carpenter to come back tomorrow NotCapableOf [GEN],satisfied,carpenter,to go home,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,carpenter,0.0,0.0,0.0,1.0
14103,[Name] told the carpenter to come back tomorrow NotDesires [GEN],truck,carpenter,to go back,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
14104,[Name] told the carpenter to come back tomorrow NotHasA [GEN],tired,carpenter,to go home,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,carpenter,0.0,0.0,0.0,1.0
14105,[Name] told the carpenter to come back tomorrow NotHasProperty [GEN],truck,carpenter,to go back,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
14106,[Name] told the carpenter to come back tomorrow NotIsA [GEN],happy,car,to tell the carpenter,0.0,0.0,1.0,0.572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,happy,0.572,1.0,0.0,0.0
14107,[Name] told the carpenter to come back tomorrow NotMadeOf [GEN],tired,carpenter,to go home,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0
14108,[Name] told the carpenter to come back tomorrow ObjectUse [GEN],have fun,have fun,to tell the carpenter,0.0,0.233,0.767,0.511,0.0,0.233,0.767,0.511,0.0,1.0,0.0,0.0,leave,-0.052,0.0,1.0,0.0
14109,[Name] told the carpenter to come back tomorrow PartOf [GEN],truck,carpenter,to go back,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,carpenter,0.0,0.0,0.0,1.0
14110,[Name] told the carpenter to come back tomorrow ReceivesAction [GEN],satisfied,carpenter,to be safe,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,satisfied,0.422,1.0,0.0,0.0
14111,[Name] told the carpenter to come back tomorrow RelatedTo [GEN],tired,carpenter,to go back,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14112,[Name] told the carpenter to come back tomorrow SymbolOf [GEN],tired,carpenter,to go back,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14113,[Name] told the carpenter to come back tomorrow UsedFor [GEN],satisfied,carpenter,to go back,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,happy,0.572,1.0,0.0,0.0
14114,[Name] told the carpenter to come back tomorrow isAfter [GEN],Janet told the carpenter to come back tomorrow,PersonX hears a noise,PersonX calls the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX hears a noise,0.0,0.0,0.0,1.0
14115,[Name] told the carpenter to come back tomorrow isBefore [GEN],PersonX drives home,PersonX drives home,PersonX drives home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX drives home,0.0,0.0,0.0,1.0
14116,[Name] told the carpenter to come back tomorrow isFilledBy [GEN],home,home,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,home,0.0,0.0,0.0,1.0
14117,[Name] told the carpenter to come back tomorrow oEffect [GEN],talks to person,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,talks to person x,0.0,0.0,0.0,1.0
14118,[Name] told the carpenter to come back tomorrow oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
14119,[Name] told the carpenter to come back tomorrow oWant [GEN],to go home,to go home,to go home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to go home,0.0,0.0,0.0,1.0
14120,[Name] told the carpenter to come back tomorrow xAttr [GEN],commanding,determined,in charge,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.34,0.0,1.0,0.0,0.0,determined,0.34,1.0,0.0,0.0
14121,[Name] told the carpenter to come back tomorrow xEffect [GEN],gets yelled at,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,gets yelled at,0.0,0.0,0.0,1.0
14122,[Name] told the carpenter to come back tomorrow xIntent [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,to be helpful,0.422,0.583,0.0,0.417
14123,[Name] told the carpenter to come back tomorrow xNeed [GEN],call them,call them,to call him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to call him,0.0,0.0,0.0,1.0
14124,[Name] told the carpenter to come back tomorrow xReact [GEN],relieved,relieved,relieved,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382,happy,0.572,1.0,0.0,0.0
14125,[Name] told the carpenter to come back tomorrow xReason [GEN],the car is broken,the car is broken,the car is broken,0.508,0.492,0.0,-0.477,0.508,0.492,0.0,-0.477,0.508,0.492,0.0,-0.477,the car is broken,-0.477,0.0,0.508,0.492
14126,[Name] told the carpenter to come back tomorrow xWant [GEN],to go home,to go home,to go home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to go home,0.0,0.0,0.0,1.0
14127,[Name] asked the secretary to prepare some documents AtLocation [GEN],office,mail box,office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,mail box,0.0,0.0,0.0,1.0
14128,[Name] asked the secretary to prepare some documents CapableOf [GEN],write,write,take notes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,send to secretary,0.0,0.0,0.0,1.0
14129,[Name] asked the secretary to prepare some documents Causes [GEN],helpful,dissatisfied,the secretary to prepare the documents,0.0,0.0,1.0,0.422,1.0,0.0,0.0,-0.382,0.0,1.0,0.0,0.0,receive,0.0,0.0,0.0,1.0
14130,[Name] asked the secretary to prepare some documents CausesDesire [GEN],satisfied,prepare,to prepare the documents,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14131,[Name] asked the secretary to prepare some documents CreatedBy [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14132,[Name] asked the secretary to prepare some documents DefinedAs [GEN],secretary,ready,to prepare the documents,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,1.0,0.0,0.0,prepare,0.0,0.0,0.0,1.0
14133,[Name] asked the secretary to prepare some documents DesireOf [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,mail,0.0,0.0,0.0,1.0
14134,[Name] asked the secretary to prepare some documents Desires [GEN],satisfied,satisfied,satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,satisfied,0.422,1.0,0.0,0.0
14135,[Name] asked the secretary to prepare some documents HasA [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14136,[Name] asked the secretary to prepare some documents HasFirstSubevent [GEN],bad,prepare,to prepare the documents,1.0,0.0,0.0,-0.542,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14137,[Name] asked the secretary to prepare some documents HasLastSubevent [GEN],to the secretary,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14138,[Name] asked the secretary to prepare some documents HasPainCharacter [GEN],secretary,secretary,satisfied,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,prepare,0.0,0.0,0.0,1.0
14139,[Name] asked the secretary to prepare some documents HasPainIntensity [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,in case,0.0,0.0,0.0,1.0
14140,[Name] asked the secretary to prepare some documents HasPrerequisite [GEN],secretary,secretary,satisfied,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,secretary,0.0,0.0,0.0,1.0
14141,[Name] asked the secretary to prepare some documents HasProperty [GEN],nervous,nervous,nervous,1.0,0.0,0.0,-0.273,1.0,0.0,0.0,-0.273,1.0,0.0,0.0,-0.273,nervous,-0.273,0.0,1.0,0.0
14142,[Name] asked the secretary to prepare some documents HasSubEvent [GEN],receive answer,waits,receives information,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,receive answer,0.0,0.0,0.0,1.0
14143,[Name] asked the secretary to prepare some documents HasSubevent [GEN],secretary,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,secretary,0.0,0.0,0.0,1.0
14144,[Name] asked the secretary to prepare some documents HinderedBy [GEN],Susan asked the secretary to prepare some documents,The secretary is busy.,The secretary is busy.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,the secretary is busy,0.0,0.0,0.0,1.0
14145,[Name] asked the secretary to prepare some documents InheritsFrom [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14146,[Name] asked the secretary to prepare some documents InstanceOf [GEN],secretary,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,secretary,0.0,0.0,0.0,1.0
14147,[Name] asked the secretary to prepare some documents IsA [GEN],secretary,prepare,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dishwasher,0.0,0.0,0.0,1.0
14148,[Name] asked the secretary to prepare some documents LocatedNear [GEN],secretary,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,press secretary,0.0,0.0,0.0,1.0
14149,[Name] asked the secretary to prepare some documents LocationOfAction [GEN],secretary,formula,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare,0.0,0.0,0.0,1.0
14150,[Name] asked the secretary to prepare some documents MadeOf [GEN],secretary,formula,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14151,[Name] asked the secretary to prepare some documents MadeUpOf [GEN],documents,documents,documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,documents,0.0,0.0,0.0,1.0
14152,[Name] asked the secretary to prepare some documents MotivatedByGoal [GEN],secretary,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14153,[Name] asked the secretary to prepare some documents NotCapableOf [GEN],to prepare,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,welcome,0.459,1.0,0.0,0.0
14154,[Name] asked the secretary to prepare some documents NotDesires [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,secretary,0.0,0.0,0.0,1.0
14155,[Name] asked the secretary to prepare some documents NotHasA [GEN],secretary,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,secretary,0.0,0.0,0.0,1.0
14156,[Name] asked the secretary to prepare some documents NotHasProperty [GEN],secretary,secretary,the secretary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,mail,0.0,0.0,0.0,1.0
14157,[Name] asked the secretary to prepare some documents NotIsA [GEN],secretary,ready,to prepare the documents,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,1.0,0.0,0.0,prepare,0.0,0.0,0.0,1.0
14158,[Name] asked the secretary to prepare some documents NotMadeOf [GEN],,prepare,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,welcome,0.459,1.0,0.0,0.0
14159,[Name] asked the secretary to prepare some documents ObjectUse [GEN],send to the secretary,send to the secretary,send to the secretary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,give to the secretary,0.0,0.0,0.0,1.0
14160,[Name] asked the secretary to prepare some documents PartOf [GEN],secretary,manuscript,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14161,[Name] asked the secretary to prepare some documents ReceivesAction [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,secretary,0.0,0.0,0.0,1.0
14162,[Name] asked the secretary to prepare some documents RelatedTo [GEN],,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,mail,0.0,0.0,0.0,1.0
14163,[Name] asked the secretary to prepare some documents SymbolOf [GEN],secretary,secretary,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get fired,-0.557,0.0,0.783,0.217
14164,[Name] asked the secretary to prepare some documents UsedFor [GEN],,letter,to prepare the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare,0.0,0.0,0.0,1.0
14165,[Name] asked the secretary to prepare some documents isAfter [GEN],PersonX calls the secretary,PersonX wants to go to a meeting,PersonX wants to make a presentation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX asks a question,0.0,0.0,0.0,1.0
14166,[Name] asked the secretary to prepare some documents isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX hands the documents to the secretary,0.643,0.357,0.0,-0.557,0.643,0.357,0.0,-0.557,0.0,1.0,0.0,0.0,PersonX gets fired,-0.557,0.0,0.643,0.357
14167,[Name] asked the secretary to prepare some documents isFilledBy [GEN],documents,documents,documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,documents,0.0,0.0,0.0,1.0
14168,[Name] asked the secretary to prepare some documents oEffect [GEN],learns new information,learns new information,makes a list,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,learns new information,0.0,0.0,0.0,1.0
14169,[Name] asked the secretary to prepare some documents oReact [GEN],helpful,helpful,helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,helpful,0.422,1.0,0.0,0.0
14170,[Name] asked the secretary to prepare some documents oWant [GEN],to help,to prepare the documents,to prepare the documents,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to do their job,0.0,0.0,0.0,1.0
14171,[Name] asked the secretary to prepare some documents xAttr [GEN],curious,curious,curious,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,curious,0.318,1.0,0.0,0.0
14172,[Name] asked the secretary to prepare some documents xEffect [GEN],is asked questions,waits,waits,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,is asked questions,0.0,0.0,0.0,1.0
14173,[Name] asked the secretary to prepare some documents xIntent [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,to be helpful,0.422,0.583,0.0,0.417
14174,[Name] asked the secretary to prepare some documents xNeed [GEN],find the secretary,go to office,to call the secretary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,call secretary,0.0,0.0,0.0,1.0
14175,[Name] asked the secretary to prepare some documents xReact [GEN],accomplished,accomplished,accomplished,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,accomplished,0.44,1.0,0.0,0.0
14176,[Name] asked the secretary to prepare some documents xReason [GEN],the secretary is busy,the secretary is busy,the secretary is busy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,the secretary is busy,0.0,0.0,0.0,1.0
14177,[Name] asked the secretary to prepare some documents xWant [GEN],to ask the secretary questions,to get a good grade,to take notes,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0,to get a good grade,0.44,0.492,0.0,0.508
14178,[Name] prepared dinner for the counselor AtLocation [GEN],conference,conference,kitchen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,conference,0.0,0.0,0.0,1.0
14179,[Name] prepared dinner for the counselor CapableOf [GEN],cook dinner,cook dinner,cook dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cook dinner,0.0,0.0,0.0,1.0
14180,[Name] prepared dinner for the counselor Causes [GEN],hungry,to eat,to eat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,hungry,0.0,0.0,0.0,1.0
14181,[Name] prepared dinner for the counselor CausesDesire [GEN],hungry,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,food,0.0,0.0,0.0,1.0
14182,[Name] prepared dinner for the counselor CreatedBy [GEN],hungry,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dinner,0.0,0.0,0.0,1.0
14183,[Name] prepared dinner for the counselor DefinedAs [GEN],prepare dinner,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dinner,0.0,0.0,0.0,1.0
14184,[Name] prepared dinner for the counselor DesireOf [GEN],prepare dinner,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14185,[Name] prepared dinner for the counselor Desires [GEN],helpful,helpful,to be helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.417,0.583,0.422,helpful,0.422,1.0,0.0,0.0
14186,[Name] prepared dinner for the counselor HasA [GEN],food,prepare food,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14187,[Name] prepared dinner for the counselor HasFirstSubevent [GEN],dinner,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dinner,0.0,0.0,0.0,1.0
14188,[Name] prepared dinner for the counselor HasLastSubevent [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14189,[Name] prepared dinner for the counselor HasPainCharacter [GEN],prepare dinner,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14190,[Name] prepared dinner for the counselor HasPainIntensity [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dinner,0.0,0.0,0.0,1.0
14191,[Name] prepared dinner for the counselor HasPrerequisite [GEN],food,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,food,0.0,0.0,0.0,1.0
14192,[Name] prepared dinner for the counselor HasProperty [GEN],hungry,hungry,hungry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,potatoes,0.0,0.0,0.0,1.0
14193,[Name] prepared dinner for the counselor HasSubEvent [GEN],cook dinner,cook dinner,smiles,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.477,cook dinner,0.0,0.0,0.0,1.0
14194,[Name] prepared dinner for the counselor HasSubevent [GEN],food,prince,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14195,[Name] prepared dinner for the counselor HinderedBy [GEN],PersonX does not know how to cook.,PersonX does not know how to cook.,PersonX does not know how to cook.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX does not know how to cook.,0.0,0.0,0.0,1.0
14196,[Name] prepared dinner for the counselor InheritsFrom [GEN],prepare dinner,prepare food,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,food,0.0,0.0,0.0,1.0
14197,[Name] prepared dinner for the counselor InstanceOf [GEN],food,buy food,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14198,[Name] prepared dinner for the counselor IsA [GEN],prepare dinner,prepare food,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14199,[Name] prepared dinner for the counselor LocatedNear [GEN],prepare dinner,prepare food,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14200,[Name] prepared dinner for the counselor LocationOfAction [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
