Event Relation,Female Inference,Male Inference,PersonX Inference,Female-Male Similarity,Female-PersonX Similarity,Male-PersonX Similarity
[Name] competed with the attendant for the same job DefinedAs [GEN],others,job,to win,0.319,0.269,0.413
[Name] competed with the attendant for the same job DesireOf [GEN],more money,get promotion,to win,0.283,0.456,0.313
[Name] competed with the attendant for the same job Desires [GEN],more money,more money,to win,1.0,0.456,0.456
[Name] competed with the attendant for the same job HasA [GEN],more money,get promotion,to win,0.283,0.456,0.313
[Name] competed with the attendant for the same job HasFirstSubevent [GEN],money,get promotion,tired,0.275,0.341,0.121
[Name] competed with the attendant for the same job HasLastSubevent [GEN],more money,get promotion,to win,0.283,0.456,0.313
[Name] competed with the attendant for the same job HasPainCharacter [GEN],money,job,to win,0.544,0.541,0.413
[Name] competed with the attendant for the same job HasPainIntensity [GEN],others,more money,tired,0.255,0.227,0.26
[Name] competed with the attendant for the same job HasPrerequisite [GEN],money,job,tired,0.544,0.341,0.38
[Name] competed with the attendant for the same job HasProperty [GEN],bad,bad,competitive,1.0,0.207,0.207
[Name] competed with the attendant for the same job HasSubEvent [GEN],win,get tired,wins,0.323,0.825,0.32
[Name] competed with the attendant for the same job HasSubevent [GEN],others,job,to win,0.319,0.269,0.413
[Name] competed with the attendant for the same job HinderedBy [GEN],Ashley competed with the attendant for the same job,PersonX is too short.,PersonX is not qualified.,0.13,0.2,0.708
[Name] competed with the attendant for the same job InheritsFrom [GEN],others,get promotion,to win,0.241,0.269,0.313
[Name] competed with the attendant for the same job InstanceOf [GEN],more money,get promotion,to win,0.283,0.456,0.313
[Name] competed with the attendant for the same job IsA [GEN],money,tired,to win,0.341,0.541,0.336
[Name] competed with the attendant for the same job LocatedNear [GEN],more money,get promotion,to win,0.283,0.456,0.313
[Name] competed with the attendant for the same job LocationOfAction [GEN],more money,get promotion,to win,0.283,0.456,0.313
[Name] competed with the attendant for the same job MadeOf [GEN],more money,get promotion,to win,0.283,0.456,0.313
[Name] competed with the attendant for the same job MadeUpOf [GEN],two people,job,truck,0.189,0.184,0.466
[Name] competed with the attendant for the same job MotivatedByGoal [GEN],get promotion,get promotion,to win,1.0,0.313,0.313
[Name] competed with the attendant for the same job NotCapableOf [GEN],more money,more money,to win,1.0,0.456,0.456
[Name] competed with the attendant for the same job NotDesires [GEN],money,job,to win,0.544,0.541,0.413
[Name] competed with the attendant for the same job NotHasA [GEN],more money,job,tired,0.37,0.26,0.38
[Name] competed with the attendant for the same job NotHasProperty [GEN],others,more money,to win,0.255,0.269,0.456
[Name] competed with the attendant for the same job NotIsA [GEN],tired,get promotion,happy,0.121,0.369,0.175
[Name] competed with the attendant for the same job NotMadeOf [GEN],others,tired,to win,0.227,0.269,0.336
[Name] competed with the attendant for the same job ObjectUse [GEN],get a promotion,get a promotion,to win,1.0,0.287,0.287
[Name] competed with the attendant for the same job PartOf [GEN],others,job,to win,0.319,0.269,0.413
[Name] competed with the attendant for the same job ReceivesAction [GEN],more money,job,to win,0.37,0.456,0.413
[Name] competed with the attendant for the same job RelatedTo [GEN],others,job,to win,0.319,0.269,0.413
[Name] competed with the attendant for the same job SymbolOf [GEN],others,job,to win,0.319,0.269,0.413
[Name] competed with the attendant for the same job UsedFor [GEN],others,get promotion,to win,0.241,0.269,0.313
[Name] competed with the attendant for the same job isAfter [GEN],Ashley competed with the attendant for the same job,PersonX gets a new job,PersonX wants a new job,0.27,0.258,0.938
[Name] competed with the attendant for the same job isBefore [GEN],PersonX wins the race,PersonX wins the race,PersonX wins the competition,1.0,0.881,0.881
[Name] competed with the attendant for the same job isFilledBy [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] competed with the attendant for the same job oEffect [GEN],loses money,gets fired,loses money,0.413,1.0,0.413
[Name] competed with the attendant for the same job oReact [GEN],happy,happy,disappointed,1.0,0.368,0.368
[Name] competed with the attendant for the same job oWant [GEN],to win,to win,to win,1.0,1.0,1.0
[Name] competed with the attendant for the same job xAttr [GEN],competitive,competitive,competitive,1.0,1.0,1.0
[Name] competed with the attendant for the same job xEffect [GEN],wins,gets tired,wins,0.37,1.0,0.37
[Name] competed with the attendant for the same job xIntent [GEN],to win,to win,to win,1.0,1.0,1.0
[Name] competed with the attendant for the same job xNeed [GEN],to train hard,get dressed,to have a job,0.213,0.488,0.238
[Name] competed with the attendant for the same job xReact [GEN],happy,accomplished,competitive,0.388,0.233,0.289
[Name] competed with the attendant for the same job xReason [GEN],like person y,good,they want to compete,0.178,0.049,0.146
[Name] competed with the attendant for the same job xWant [GEN],to win,to win,to win,1.0,1.0,1.0
[Name] examined the librarian for eye problems AtLocation [GEN],library,library,library,1.0,1.0,1.0
[Name] examined the librarian for eye problems CapableOf [GEN],ask librarian,ask librarian,ask questions,1.0,0.316,0.316
[Name] examined the librarian for eye problems Causes [GEN],librarian,librarian,to find a solution,1.0,0.123,0.123
[Name] examined the librarian for eye problems CausesDesire [GEN],librarian,librarian,to the librarian,1.0,0.792,0.792
[Name] examined the librarian for eye problems CreatedBy [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems DefinedAs [GEN],librarian,librarian,to the librarian,1.0,0.792,0.792
[Name] examined the librarian for eye problems DesireOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems Desires [GEN],librarian,librarian,to find the problem,1.0,0.204,0.204
[Name] examined the librarian for eye problems HasA [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems HasFirstSubevent [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems HasLastSubevent [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems HasPainCharacter [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems HasPainIntensity [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems HasPrerequisite [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems HasProperty [GEN],nervous,nervous,interested,1.0,0.23,0.23
[Name] examined the librarian for eye problems HasSubEvent [GEN],ask questions,ask questions,is asked questions,1.0,0.801,0.801
[Name] examined the librarian for eye problems HasSubevent [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems HinderedBy [GEN],Victoria examined the librarian for eye problems,the librarian is busy,PersonX is blind.,0.502,0.274,0.126
[Name] examined the librarian for eye problems InheritsFrom [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems InstanceOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems IsA [GEN],librarian,librarian,to find the librarian,1.0,0.815,0.815
[Name] examined the librarian for eye problems LocatedNear [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems LocationOfAction [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems MadeOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems MadeUpOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems MotivatedByGoal [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems NotCapableOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems NotDesires [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems NotHasA [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems NotHasProperty [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems NotIsA [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems NotMadeOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems ObjectUse [GEN],get information,get a good grade,look at the librarian,0.226,0.299,0.319
[Name] examined the librarian for eye problems PartOf [GEN],librarian,librarian,to find the librarian,1.0,0.815,0.815
[Name] examined the librarian for eye problems ReceivesAction [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems RelatedTo [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems SymbolOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems UsedFor [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] examined the librarian for eye problems isAfter [GEN],PersonX walks into the library,PersonX walks into the library,PersonX walks into the library,1.0,1.0,1.0
[Name] examined the librarian for eye problems isBefore [GEN],Victoria examined the librarian for eye problems,PersonX asks the librarian for help,PersonX asks the librarian for an appointment,0.506,0.488,0.873
[Name] examined the librarian for eye problems isFilledBy [GEN],books,librarian,the librarian,0.585,0.572,0.943
[Name] examined the librarian for eye problems oEffect [GEN],librarian gets fired,librarian gets fired,The librarian tells PersonX to stop staring,1.0,0.484,0.484
[Name] examined the librarian for eye problems oReact [GEN],worried,worried,worried,1.0,1.0,1.0
[Name] examined the librarian for eye problems oWant [GEN],to ask questions,to help them,to make sure they are ok,0.567,0.459,0.511
[Name] examined the librarian for eye problems xAttr [GEN],curious,curious,curious,1.0,1.0,1.0
[Name] examined the librarian for eye problems xEffect [GEN],is asked questions,gets yelled at,is asked questions,0.155,1.0,0.155
[Name] examined the librarian for eye problems xIntent [GEN],to be helpful,to be helpful,to be helpful,1.0,1.0,1.0
[Name] examined the librarian for eye problems xNeed [GEN],find librarian,find librarian,to go to the librarian,1.0,0.751,0.751
[Name] examined the librarian for eye problems xReact [GEN],satisfied,satisfied,satisfied,1.0,1.0,1.0
[Name] examined the librarian for eye problems xReason [GEN],librarian is busy,librarian is busy,they are curious,1.0,0.185,0.185
[Name] examined the librarian for eye problems xWant [GEN],ask questions,ask questions,to ask questions,1.0,0.833,0.833
[Name] asked the writer to help with a poem AtLocation [GEN],book,book,book,1.0,1.0,1.0
[Name] asked the writer to help with a poem CapableOf [GEN],write poem,write poem,write poem,1.0,1.0,1.0
[Name] asked the writer to help with a poem Causes [GEN],write poem,helpful,to help,0.099,0.181,0.655
[Name] asked the writer to help with a poem CausesDesire [GEN],write poem,poem,to find the writer,0.807,0.445,0.4
[Name] asked the writer to help with a poem CreatedBy [GEN],write poem,poem,to write a poem,0.807,0.936,0.783
[Name] asked the writer to help with a poem DefinedAs [GEN],poem,poem,to get help,1.0,0.197,0.197
[Name] asked the writer to help with a poem DesireOf [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem Desires [GEN],write poem,help,to be helped,0.134,0.189,0.384
[Name] asked the writer to help with a poem HasA [GEN],write poem,write poem,to get help,1.0,0.158,0.158
[Name] asked the writer to help with a poem HasFirstSubevent [GEN],write poem,poem,to write a poem,0.807,0.936,0.783
[Name] asked the writer to help with a poem HasLastSubevent [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem HasPainCharacter [GEN],write poem,poem,to write a poem,0.807,0.936,0.783
[Name] asked the writer to help with a poem HasPainIntensity [GEN],poem,poem,to get help,1.0,0.197,0.197
[Name] asked the writer to help with a poem HasPrerequisite [GEN],poem,poem,to the writer,1.0,0.418,0.418
[Name] asked the writer to help with a poem HasProperty [GEN],words,words,hopeful,1.0,0.33,0.33
[Name] asked the writer to help with a poem HasSubEvent [GEN],write poem,write poem,receives help,1.0,0.185,0.185
[Name] asked the writer to help with a poem HasSubevent [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem HinderedBy [GEN],Gloria asked the writer to help with a poem,PersonX doesn't know what to say.,PersonX doesn't have a pen.,0.089,0.112,0.626
[Name] asked the writer to help with a poem InheritsFrom [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem InstanceOf [GEN],write poem,poem,to get help,0.807,0.158,0.197
[Name] asked the writer to help with a poem IsA [GEN],write poem,poem,to find the writer,0.807,0.445,0.4
[Name] asked the writer to help with a poem LocatedNear [GEN],poem,poem,to be helped,1.0,0.271,0.271
[Name] asked the writer to help with a poem LocationOfAction [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem MadeOf [GEN],write poem,poem,to find the writer,0.807,0.445,0.4
[Name] asked the writer to help with a poem MadeUpOf [GEN],words,words,words,1.0,1.0,1.0
[Name] asked the writer to help with a poem MotivatedByGoal [GEN],poem,poem,to be helped,1.0,0.271,0.271
[Name] asked the writer to help with a poem NotCapableOf [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem NotDesires [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem NotHasA [GEN],in a poem,poem,to write a poem,0.787,0.763,0.783
[Name] asked the writer to help with a poem NotHasProperty [GEN],write poem,poem,to find the writer,0.807,0.445,0.4
[Name] asked the writer to help with a poem NotIsA [GEN],poem,poem,to be helped,1.0,0.271,0.271
[Name] asked the writer to help with a poem NotMadeOf [GEN],poem,poem,to get help,1.0,0.197,0.197
[Name] asked the writer to help with a poem ObjectUse [GEN],write a poem,write a poem,write a poem,1.0,1.0,1.0
[Name] asked the writer to help with a poem PartOf [GEN],write poem,poem,to write a poem,0.807,0.936,0.783
[Name] asked the writer to help with a poem ReceivesAction [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem RelatedTo [GEN],poem,poem,to the writer,1.0,0.418,0.418
[Name] asked the writer to help with a poem SymbolOf [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem UsedFor [GEN],poem,poem,to write a poem,1.0,0.783,0.783
[Name] asked the writer to help with a poem isAfter [GEN],Gloria asked the writer to help with a poem,PersonX writes a poem,PersonX writes a poem,0.461,0.461,1.0
[Name] asked the writer to help with a poem isBefore [GEN],Gloria asked the writer to help with a poem,PersonX writes a poem,PersonX writes a poem,0.461,0.461,1.0
[Name] asked the writer to help with a poem isFilledBy [GEN],poem,poem,poem,1.0,1.0,1.0
[Name] asked the writer to help with a poem oEffect [GEN],writes poem,writes,writes a poem,0.649,0.986,0.591
[Name] asked the writer to help with a poem oReact [GEN],happy,happy,helpful,1.0,0.338,0.338
[Name] asked the writer to help with a poem oWant [GEN],to help,to help,to help personX,1.0,0.58,0.58
[Name] asked the writer to help with a poem xAttr [GEN],hopeful,hopeful,hopeful,1.0,1.0,1.0
[Name] asked the writer to help with a poem xEffect [GEN],smiles,receives thanks,receives help,0.326,0.282,0.613
[Name] asked the writer to help with a poem xIntent [GEN],helpful,helpful,to be helped,1.0,0.559,0.559
[Name] asked the writer to help with a poem xNeed [GEN],write poem,write poem,to call the writer,1.0,0.44,0.44
[Name] asked the writer to help with a poem xReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] asked the writer to help with a poem xReason [GEN],Gloria asked the writer to help with a poem,the writer is busy,they don't know what to say,0.323,0.127,0.058
[Name] asked the writer to help with a poem xWant [GEN],to thank the writer,to ask for help,to thank the writer,0.379,1.0,0.379
[Name] refused to obey the designer AtLocation [GEN],garage,store,building,0.384,0.51,0.32
[Name] refused to obey the designer CapableOf [GEN],write letter,dress up,design,0.154,0.241,0.19
[Name] refused to obey the designer Causes [GEN],disrespect,complain,to get rid of him,0.268,0.228,0.194
[Name] refused to obey the designer CausesDesire [GEN],truck,design,to go home,0.291,0.306,0.191
[Name] refused to obey the designer CreatedBy [GEN],man,design,to go home,0.18,0.247,0.191
[Name] refused to obey the designer DefinedAs [GEN],truck,design,to be free,0.291,0.232,0.299
[Name] refused to obey the designer DesireOf [GEN],design,designer,to be free,0.679,0.299,0.229
[Name] refused to obey the designer Desires [GEN],to be free,have fun,to be free,0.272,1.0,0.272
[Name] refused to obey the designer HasA [GEN],man,design,to be free,0.18,0.162,0.299
[Name] refused to obey the designer HasFirstSubevent [GEN],lose money,designer,to be free,0.218,0.322,0.229
[Name] refused to obey the designer HasLastSubevent [GEN],man,design,to be free,0.18,0.162,0.299
[Name] refused to obey the designer HasPainCharacter [GEN],design,designer,to be free,0.679,0.299,0.229
[Name] refused to obey the designer HasPainIntensity [GEN],man,designer,to be free,0.231,0.162,0.229
[Name] refused to obey the designer HasPrerequisite [GEN],truck,design,to follow the rules,0.291,0.195,0.357
[Name] refused to obey the designer HasProperty [GEN],nervous,kids,stubborn,0.292,0.293,0.28
[Name] refused to obey the designer HasSubEvent [GEN],get fired,get fired,gets fired,1.0,0.901,0.901
[Name] refused to obey the designer HasSubevent [GEN],man,people,to be free,0.335,0.162,0.224
[Name] refused to obey the designer HinderedBy [GEN],PersonX needs the money.,PersonX needs the job.,PersonX is a slave.,0.864,0.698,0.734
[Name] refused to obey the designer InheritsFrom [GEN],design,design,to be free,1.0,0.299,0.299
[Name] refused to obey the designer InstanceOf [GEN],ship,design,to be free,0.245,0.305,0.299
[Name] refused to obey the designer IsA [GEN],man,bobby,to be free,0.278,0.162,0.218
[Name] refused to obey the designer LocatedNear [GEN],man,design,to be free,0.18,0.162,0.299
[Name] refused to obey the designer LocationOfAction [GEN],man,designer,to be free,0.231,0.162,0.229
[Name] refused to obey the designer MadeOf [GEN],man,designer,to be free,0.231,0.162,0.229
[Name] refused to obey the designer MadeUpOf [GEN],design,hair,stubborn,0.322,0.181,0.242
[Name] refused to obey the designer MotivatedByGoal [GEN],truck,design,to go home,0.291,0.306,0.191
[Name] refused to obey the designer NotCapableOf [GEN],get fired,design,to be free,0.15,0.228,0.299
[Name] refused to obey the designer NotDesires [GEN],design,design,to do something else,1.0,0.296,0.296
[Name] refused to obey the designer NotHasA [GEN],design,design,to go home,1.0,0.191,0.191
[Name] refused to obey the designer NotHasProperty [GEN],design,design,to be free,1.0,0.299,0.299
[Name] refused to obey the designer NotIsA [GEN],man,bobby,to be free,0.278,0.162,0.218
[Name] refused to obey the designer NotMadeOf [GEN],truck,design,to be free,0.291,0.232,0.299
[Name] refused to obey the designer ObjectUse [GEN],not listen,get a job,to be free,0.203,0.162,0.315
[Name] refused to obey the designer PartOf [GEN],man,designer,to go home,0.231,0.247,0.157
[Name] refused to obey the designer ReceivesAction [GEN],truck,design,to be free,0.291,0.232,0.299
[Name] refused to obey the designer RelatedTo [GEN],design,design,to be free,1.0,0.299,0.299
[Name] refused to obey the designer SymbolOf [GEN],man,dress,to be free,0.172,0.162,0.234
[Name] refused to obey the designer UsedFor [GEN],man,design,to be free,0.18,0.162,0.299
[Name] refused to obey the designer isAfter [GEN],PersonX asks for a ride,PersonX is in the store,PersonX is asked by the designer,0.65,0.654,0.747
[Name] refused to obey the designer isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired,1.0,1.0,1.0
[Name] refused to obey the designer isFilledBy [GEN],car,clothes,car,0.412,1.0,0.412
[Name] refused to obey the designer oEffect [GEN],gets yelled at,gets yelled at,gets yelled at,1.0,1.0,1.0
[Name] refused to obey the designer oReact [GEN],disappointed,disappointed,disappointed,1.0,1.0,1.0
[Name] refused to obey the designer oWant [GEN],to make sure they are ok,to tell them what to do,to tell PersonX to obey,0.477,0.181,0.403
[Name] refused to obey the designer xAttr [GEN],irresponsible,irresponsible,stubborn,1.0,0.237,0.237
[Name] refused to obey the designer xEffect [GEN],gets fired,gets fired,gets fired,1.0,1.0,1.0
[Name] refused to obey the designer xIntent [GEN],to be free,to be free,to be independent,1.0,0.506,0.506
[Name] refused to obey the designer xNeed [GEN],not listen,not listen,to have a reason,1.0,0.257,0.257
[Name] refused to obey the designer xReact [GEN],irresponsible,irresponsible,upset,1.0,0.256,0.256
[Name] refused to obey the designer xReason [GEN],it is illegal,he is not allowed,the design is wrong,0.523,0.166,0.183
[Name] refused to obey the designer xWant [GEN],to go home,to be free,to go home,0.471,1.0,0.471
[Name] picked up bread from the baker AtLocation [GEN],store,kitchen,kitchen,0.375,0.375,1.0
[Name] picked up bread from the baker CapableOf [GEN],make bread,pick up bread,make bread,0.739,1.0,0.739
[Name] picked up bread from the baker Causes [GEN],hungry,salad,to eat the bread,0.459,0.544,0.377
[Name] picked up bread from the baker CausesDesire [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker CreatedBy [GEN],store,bag,to eat the bread,0.405,0.27,0.329
[Name] picked up bread from the baker DefinedAs [GEN],dessert,bag,to eat the bread,0.31,0.384,0.329
[Name] picked up bread from the baker DesireOf [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker Desires [GEN],eat,eat,to eat,1.0,0.804,0.804
[Name] picked up bread from the baker HasA [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker HasFirstSubevent [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker HasLastSubevent [GEN],dessert,pickle,to eat the bread,0.298,0.384,0.213
[Name] picked up bread from the baker HasPainCharacter [GEN],dessert,bread,to make bread,0.448,0.356,0.834
[Name] picked up bread from the baker HasPainIntensity [GEN],dessert,bag,to eat the bread,0.31,0.384,0.329
[Name] picked up bread from the baker HasPrerequisite [GEN],bread,bag,to make bread,0.429,0.834,0.283
[Name] picked up bread from the baker HasProperty [GEN],kids,kids,hungry,1.0,0.366,0.366
[Name] picked up bread from the baker HasSubEvent [GEN],eat,eat,smiles,1.0,0.28,0.28
[Name] picked up bread from the baker HasSubevent [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker HinderedBy [GEN],Diana picked up bread from the baker,PersonX has no money.,The bread is sold out.,0.028,0.484,0.131
[Name] picked up bread from the baker InheritsFrom [GEN],dessert,bread,to make bread,0.448,0.356,0.834
[Name] picked up bread from the baker InstanceOf [GEN],store,pickle,to eat the bread,0.281,0.27,0.213
[Name] picked up bread from the baker IsA [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker LocatedNear [GEN],dessert,pickle,to eat the bread,0.298,0.384,0.213
[Name] picked up bread from the baker LocationOfAction [GEN],dessert,pickle,to eat the bread,0.298,0.384,0.213
[Name] picked up bread from the baker MadeOf [GEN],dessert,pickle,to eat the bread,0.298,0.384,0.213
[Name] picked up bread from the baker MadeUpOf [GEN],dessert,bread,bread,0.448,0.448,1.0
[Name] picked up bread from the baker MotivatedByGoal [GEN],dessert,bag,to eat the bread,0.31,0.384,0.329
[Name] picked up bread from the baker NotCapableOf [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker NotDesires [GEN],bread,bread,to eat the bread,1.0,0.776,0.776
[Name] picked up bread from the baker NotHasA [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker NotHasProperty [GEN],bread,bread,to eat the bread,1.0,0.776,0.776
[Name] picked up bread from the baker NotIsA [GEN],dessert,bag,to eat the bread,0.31,0.384,0.329
[Name] picked up bread from the baker NotMadeOf [GEN],bread,bread,to make bread,1.0,0.834,0.834
[Name] picked up bread from the baker ObjectUse [GEN],put in the oven,make a sandwich,eat,0.281,0.321,0.395
[Name] picked up bread from the baker PartOf [GEN],store,bag,to eat the bread,0.405,0.27,0.329
[Name] picked up bread from the baker ReceivesAction [GEN],store,bag,to eat the bread,0.405,0.27,0.329
[Name] picked up bread from the baker RelatedTo [GEN],dessert,bread,to eat the bread,0.448,0.384,0.776
[Name] picked up bread from the baker SymbolOf [GEN],dessert,bag,to eat the bread,0.31,0.384,0.329
[Name] picked up bread from the baker UsedFor [GEN],dessert,pickle,to eat the bread,0.298,0.384,0.213
[Name] picked up bread from the baker isAfter [GEN],PersonX drives to the bakery,PersonX goes to the bakery,PersonX drives to the bakery,0.897,1.0,0.897
[Name] picked up bread from the baker isBefore [GEN],PersonX eats the bread,PersonX eats the bread,PersonX eats the bread,1.0,1.0,1.0
[Name] picked up bread from the baker isFilledBy [GEN],bread,bread,bread,1.0,1.0,1.0
[Name] picked up bread from the baker oEffect [GEN],makes a profit,makes a mess,gets paid,0.347,0.514,0.218
[Name] picked up bread from the baker oReact [GEN],grateful,grateful,grateful,1.0,1.0,1.0
[Name] picked up bread from the baker oWant [GEN],to thank them,to make more bread,to thank PersonX,0.181,0.679,0.164
[Name] picked up bread from the baker xAttr [GEN],hungry,hungry,hungry,1.0,1.0,1.0
[Name] picked up bread from the baker xEffect [GEN],smiles,smiles,smiles,1.0,1.0,1.0
[Name] picked up bread from the baker xIntent [GEN],to eat,to eat,to eat,1.0,1.0,1.0
[Name] picked up bread from the baker xNeed [GEN],go to bakery,go to bakery,to go to the bakery,1.0,0.793,0.793
[Name] picked up bread from the baker xReact [GEN],full,full,full,1.0,1.0,1.0
[Name] picked up bread from the baker xReason [GEN],they are hungry,you're hungry,they are hungry,0.62,1.0,0.62
[Name] picked up bread from the baker xWant [GEN],to eat,to eat,to eat the bread,1.0,0.746,0.746
[Name] tried to prepare for the auditor's visit AtLocation [GEN],conference,conference,the auditorium,1.0,0.445,0.445
[Name] tried to prepare for the auditor's visit CapableOf [GEN],fool audience,plan for,learn new information,0.145,0.1,0.226
[Name] tried to prepare for the auditor's visit Causes [GEN],get nervous,confused,to be successful,0.254,0.225,0.257
[Name] tried to prepare for the auditor's visit CausesDesire [GEN],have fun,have a good time,to prepare,0.621,0.246,0.166
[Name] tried to prepare for the auditor's visit CreatedBy [GEN],prepare,attend,to be prepared,0.393,0.734,0.301
[Name] tried to prepare for the auditor's visit DefinedAs [GEN],have a good time,have a good time,to prepare,1.0,0.166,0.166
[Name] tried to prepare for the auditor's visit DesireOf [GEN],have fun,get job done,to be successful,0.233,0.271,0.395
[Name] tried to prepare for the auditor's visit Desires [GEN],to be successful,to be successful,to be prepared,1.0,0.524,0.524
[Name] tried to prepare for the auditor's visit HasA [GEN],have fun,learn new information,to prepare,0.181,0.246,0.268
[Name] tried to prepare for the auditor's visit HasFirstSubevent [GEN],have fun,learn new information,to prepare,0.181,0.246,0.268
[Name] tried to prepare for the auditor's visit HasLastSubevent [GEN],have fun,learn new information,to prepare,0.181,0.246,0.268
[Name] tried to prepare for the auditor's visit HasPainCharacter [GEN],receive information,attention,to prepare,0.303,0.16,0.329
[Name] tried to prepare for the auditor's visit HasPainIntensity [GEN],tired,nervous,to be prepared,0.407,0.184,0.385
[Name] tried to prepare for the auditor's visit HasPrerequisite [GEN],receive information,attention,to prepare,0.303,0.16,0.329
[Name] tried to prepare for the auditor's visit HasProperty [GEN],nervous,nervous,nervous,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit HasSubEvent [GEN],get nervous,get nervous,gets nervous,1.0,0.906,0.906
[Name] tried to prepare for the auditor's visit HasSubevent [GEN],prepare,prepare,to be prepared,1.0,0.734,0.734
[Name] tried to prepare for the auditor's visit HinderedBy [GEN],Danielle tried to prepare for the auditor's visit,PersonX has no time to prepare.,PersonX doesn't have the time.,0.082,-0.019,0.781
[Name] tried to prepare for the auditor's visit InheritsFrom [GEN],have a good time,attend,to prepare,0.3,0.166,0.349
[Name] tried to prepare for the auditor's visit InstanceOf [GEN],learn new information,have a good time,to prepare,0.143,0.268,0.166
[Name] tried to prepare for the auditor's visit IsA [GEN],have fun,attention,to be prepared,0.165,0.249,0.296
[Name] tried to prepare for the auditor's visit LocatedNear [GEN],prepare,learn new information,to be prepared,0.261,0.734,0.245
[Name] tried to prepare for the auditor's visit LocationOfAction [GEN],learn new information,learn new information,to be prepared,1.0,0.245,0.245
[Name] tried to prepare for the auditor's visit MadeOf [GEN],to be prepared,to be prepared,to be prepared,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit MadeUpOf [GEN],note,auditorium,documents,0.185,0.273,0.18
[Name] tried to prepare for the auditor's visit MotivatedByGoal [GEN],learn new information,attend,to be successful,0.247,0.203,0.239
