Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound
[Name] gave the clerk some documents CausesDesire [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX gives the documents to the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents CreatedBy [GEN], the clerk to sign the documents, the clerk to sign it, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents DefinedAs [GEN], PersonX gives the documents to PersonY, Jeffrey gives the clerk the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents DesireOf [GEN], PersonX gives the documents to the clerk, the clerk gets the documents, PersonX asks the clerk for the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents Desires [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] gave the clerk some documents HasA [GEN], the clerk gets the documents, the clerk to sign the documents, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents HasFirstSubevent [GEN], they get paid for it, get a receipt, PersonX is thanked by the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.633,0.367,0.44
[Name] gave the clerk some documents HasLastSubevent [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents HasPainCharacter [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX gives the documents to the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents HasPainIntensity [GEN], PersonX asks for the documents., Jeffrey gives the clerk the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents HasPrerequisite [GEN], to get the documents, the clerk gets the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents HasProperty [GEN], The clerk asks for the documents, the documents are in order, PersonX goes to the post office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents HasSubEvent [GEN], get a receipt, get a receipt, PersonX is thanked by the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.633,0.367,0.44
[Name] gave the clerk some documents HasSubevent [GEN], to get the documents, to get a job, person x wants to get the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents HinderedBy [GEN], The clerk doesn't have any documents., Jeffrey doesn't have any documents., PersonX doesn't know the clerk's name.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents InheritsFrom [GEN], PersonX gives the documents to the clerk., the clerk gets the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents InstanceOf [GEN], PersonX gives the documents to PersonX, the clerk is busy, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents IsA [GEN], PersonX asks PersonX to sign the documents, the clerk gets the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents LocatedNear [GEN], to give the documents to the clerk, to give the clerk the documents, to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents LocationOfAction [GEN], the clerk to sign the documents, to get a job, to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422
[Name] gave the clerk some documents MadeOf [GEN], the clerk asks for the documents, the clerk needs the documents, PersonX goes to the post office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents MadeUpOf [GEN], The clerk asks for the documents, the documents, PersonX gives the clerk the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents MotivatedByGoal [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents NotCapableOf [GEN], the clerk gets the documents, the clerk gets the documents, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents NotDesires [GEN], PersonX asks PersonX to sign the documents, Jeffrey gives the clerk the documents, PersonX gives the documents to the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents NotHasA [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX goes to the bank to get money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents NotHasProperty [GEN], the clerk to have the documents, good about themselves, helpful,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,0.0,1.0,0.422
[Name] gave the clerk some documents NotIsA [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents NotMadeOf [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents ObjectUse [GEN], to give the clerk the documents, to give the clerk the documents, to give the clerk the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents PartOf [GEN], PersonX asks PersonX to sign the documents, Jeffrey gives the clerk the documents, PersonX gives the clerk the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents ReceivesAction [GEN], the clerk gets the documents, the clerk takes the documents, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents RelatedTo [GEN], they get a receipt, the clerk takes the documents, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents SymbolOf [GEN], PersonX asks PersonX for the documents, the clerk to sign the documents, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents UsedFor [GEN], PersonX asks for the documents., the clerk gets the documents, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents isAfter [GEN], PersonX goes to the clerk's office, Jeffrey goes to the bank, PersonX goes to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents isBefore [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX pays the clerk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents isFilledBy [GEN], papers, papers, the receipt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents oEffect [GEN], gets a receipt, gets a receipt, PersonX gets a receipt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents oWant [GEN], to read the documents, to read the documents, to read the documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents xAttr [GEN], helpful, helpful, helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] gave the clerk some documents xEffect [GEN], gets a receipt, gets a receipt, gets a receipt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents xIntent [GEN], to be helpful, to be helpful, to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] gave the clerk some documents xNeed [GEN], to go to the store, to go to the clerk, to go to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents xReact [GEN], satisfied, satisfied, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] gave the clerk some documents xReason [GEN], PersonX gives the documents to the clerk, Jeffrey gives the clerk the documents, PersonX goes to the clerk's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] gave the clerk some documents xWant [GEN], to show the clerk the documents, to show the clerk the documents, to give the clerk a receipt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer AtLocation [GEN], PersonY, apartment building, PersonX walks into the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer CapableOf [GEN], to talk to the developer, to talk to the developer, to talk to the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer Causes [GEN], the developer is a good person, the developer is a friend, PersonX sees the developer,0.0,0.58,0.42,0.44,0.0,0.484,0.516,0.494,0.0,1.0,0.0,0.0
[Name] recognized the developer CausesDesire [GEN], they go to the office,  the developer   , PersonX asks the developer questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer CreatedBy [GEN], none, none, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer DefinedAs [GEN], PersonY tells PersonY about the developer, PersonY tells PersonY about the developer, PersonX asks the developer a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer DesireOf [GEN], they get a new house, the developer is a friend, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,0.484,0.516,0.494,0.0,1.0,0.0,0.0
[Name] recognized the developer Desires [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HasA [GEN], they go to the office, none, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HasFirstSubevent [GEN], none, PersonY asks PersonY a question, PersonX goes to the developer's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HasLastSubevent [GEN], PersonX asks PersonX if they know the developer, PersonY tells PersonY about the developer, PersonX walks into the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HasPainCharacter [GEN], PersonX asks PersonX if they know the developer., PersonY tells PersonY about the developer, PersonX goes to the developer's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HasPainIntensity [GEN], get a new house, none, PersonX asks the developer a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HasPrerequisite [GEN], none, none, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HasProperty [GEN], the developer's name, good about themselves, none,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] recognized the developer HasSubEvent [GEN], get a job offer, get a new job, PersonX smiles at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.563,0.437,0.477
[Name] recognized the developer HasSubevent [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer HinderedBy [GEN], The developer doesn't know who they are., The developer doesn't know who they are., PersonX doesn't know the developer's name,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer InheritsFrom [GEN], they go to the office, they go to the office, PersonX goes to a developer conference,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer InstanceOf [GEN], they get a new house, the developer is a friend, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,0.484,0.516,0.494,0.0,1.0,0.0,0.0
[Name] recognized the developer IsA [GEN], they get a new house, the developer is a friend, none,0.0,1.0,0.0,0.0,0.0,0.484,0.516,0.494,0.0,1.0,0.0,0.0
[Name] recognized the developer LocatedNear [GEN], to know the developer, to talk to the developer, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer LocationOfAction [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer MadeOf [GEN], the developer is a good person, the developer is a good person, none,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0
[Name] recognized the developer MadeUpOf [GEN], PersonX asks PersonX what they think, the developer, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer MotivatedByGoal [GEN], they go to the office, PersonY asks PersonY a question, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer NotCapableOf [GEN], none, none, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer NotDesires [GEN], they get a new house, they go to the office, PersonX asks the developer a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer NotHasA [GEN], PersonY gives PersonY a hug, the developer is a good person, PersonX looks at the developer,0.0,0.492,0.508,0.477,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0
[Name] recognized the developer NotHasProperty [GEN], the developer to know them, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer NotIsA [GEN], PersonY gives PersonY a hug, PersonY gives PersonY a job, PersonX goes to the developer's office,0.0,0.492,0.508,0.477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer NotMadeOf [GEN], they go to the office, the developer is a friend, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,0.484,0.516,0.494,0.0,1.0,0.0,0.0
[Name] recognized the developer ObjectUse [GEN], to talk to the developer, to talk to them, to talk to the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer PartOf [GEN], none, none, PersonX goes to the developer's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer ReceivesAction [GEN], they go to the office, they get a new house, PersonX asks the developer questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer RelatedTo [GEN], none, none, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer SymbolOf [GEN], none, none, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer UsedFor [GEN], they go to the office, PersonY tells PersonY about the developer, PersonX looks at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer isAfter [GEN], PersonX asks PersonX if they know the developer, PersonY asks PersonY if they know the developer, PersonX goes to the developer's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer isBefore [GEN], PersonY gives PersonX a ride home, PersonY asks PersonY if they know the developer, PersonX thanks the developer for the work,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.674,0.326,0.44
[Name] recognized the developer isFilledBy [GEN], the car, a car, PersonX walks into the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer oWant [GEN], to talk to the developer, to talk to him, to talk to PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer xAttr [GEN], observant, observant, observant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer xEffect [GEN], gets yelled at, gets asked questions, PersonX smiles,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.244,0.756,0.477
[Name] recognized the developer xIntent [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer xNeed [GEN], to look at the developer, to have met the developer, to look at the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer xReact [GEN], happy., happy, happy.,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] recognized the developer xReason [GEN], the developer is a friend of the developer, PersonY asks PersonY if they know the developer, PersonX looks at the developer,0.0,0.652,0.348,0.494,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] recognized the developer xWant [GEN], to talk to the developer, to talk to the developer, to thank the developer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.545,0.455,0.361
[Name] wrote a book about the carpenter AtLocation [GEN], carpenter, book store, PersonX is a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter CapableOf [GEN], write about the book, learn about woodworking, learn about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter Causes [GEN], PersonY reads the book, the carpenter is famous, PersonX is a carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter CausesDesire [GEN], carpenter's book, Jeffrey is a carpenter, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter CreatedBy [GEN], they get paid, to write a book, PersonX is a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter DefinedAs [GEN], carpenter's book, the book was published, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter DesireOf [GEN], the book was published, the carpenter is famous, PersonX is a carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter Desires [GEN], to be a writer, to share his knowledge, to be a writer,0.0,1.0,0.0,0.0,0.0,0.577,0.423,0.296,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasA [GEN], the carpenter is famous, the carpenter is famous, PersonX is a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasFirstSubevent [GEN], bookshelves, they sell the book, PersonX writes about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasLastSubevent [GEN], carpenter's book, Jeffrey is a writer, PersonX reads about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasPainCharacter [GEN], carpenter's book, Jeffrey is a writer, PersonX gets a job as a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasPainIntensity [GEN], they sell the book, Jeffrey is a writer, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasPrerequisite [GEN], write a book, learn about the carpenter, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasProperty [GEN], good about themselves, good about themselves, PersonX is a writer,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasSubEvent [GEN], read the book, write about the carpenter, PersonX publishes the book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HasSubevent [GEN], the book was published, the carpenter, PersonX is a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter HinderedBy [GEN], The carpenter will not write a book., Jeffrey doesn't know how to write., PersonX doesn't know how to write a book.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter InheritsFrom [GEN], carpenter's book, the carpenter is famous, PersonX reads about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter InstanceOf [GEN], carpenter's book, Jeffrey is a writer, PersonX is a carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter IsA [GEN], carpenter's book, Jeff wrote a book, PersonX reads about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter LocatedNear [GEN], the book was published, the carpenter is famous, PersonX is a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter LocationOfAction [GEN], the book was published, the carpenter, person x is a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter MadeOf [GEN], the book was published, Jeffrey is a carpenter, PersonX is a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter MadeUpOf [GEN], bookshelves, book cover, PersonX gets a job as a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter MotivatedByGoal [GEN], carpenter's book, Jeffrey is a writer, PersonX is a carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter NotCapableOf [GEN], carpenter's book, the book was published, PersonX reads about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter NotDesires [GEN], carpenter's book, Jeffrey is a writer, PersonX writes about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter NotHasA [GEN], carpenter's book, Jeffrey is a carpenter, PersonX writes a book about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter NotHasProperty [GEN], good about themselves, good about themselves, accomplished,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,0.0,1.0,0.44
[Name] wrote a book about the carpenter NotIsA [GEN], carpenter's book, Jeffrey is a carpenter, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter NotMadeOf [GEN], the book was published, the carpenter is famous, PersonX reads about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter ObjectUse [GEN], write about the carpenter, write about the carpenter, to publish the book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter PartOf [GEN], carpenter's book, Jeff wrote a book about carpenter, PersonX sells the book to a publisher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter ReceivesAction [GEN], carpenter's book, the carpenter is famous, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter RelatedTo [GEN], carpenter's book, Jeffrey is a writer, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter SymbolOf [GEN], carpenter's book, Jeff wrote a book, PersonX writes a book about carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter UsedFor [GEN], they get paid, they get paid for it, PersonX writes about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter isAfter [GEN], carpenter's book, Jeffrey is a carpenter, PersonX is a carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter isBefore [GEN], PersonY reads the book, Jeff wrote a book about the carpenter, PersonX sells the book to a publisher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter isFilledBy [GEN], carpenter, book, carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter oEffect [GEN], reads the book, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
