Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] called the accountant RelatedTo [GEN],accountants,accountants,accountants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant SymbolOf [GEN],accountants,get a raise,accountants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant UsedFor [GEN],accountants,accountants,accountants,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant isAfter [GEN],PersonX asks for a loan,PersonX gets a phone call,PersonX gets a call from the accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant isBefore [GEN],PersonX asks the accountant questions,PersonX gets fired,PersonX pays the accountant,0.0,1.0,0.0,0.0,0.643,0.357,0.0,-0.557,0.0,1.0,0.0,0.0
[Name] called the accountant isFilledBy [GEN],accountant,accountant,accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant oEffect [GEN],PersonY gets fired,makes money,makes money,0.643,0.357,0.0,-0.557,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572
[Name] called the accountant oWant [GEN],to get paid,to get paid,to get paid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant xAttr [GEN],responsible,responsible,responsible,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318
[Name] called the accountant xEffect [GEN],is asked questions,is asked questions,is asked questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant xIntent [GEN],to be helpful,to get information,to get a raise,0.0,0.417,0.583,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant xNeed [GEN],dial the number,have phone number,dial the number,0.0,0.606,0.394,0.077,0.0,0.606,0.394,0.077,0.0,0.606,0.394,0.077
[Name] called the accountant xReact [GEN],relieved,relieved,relieved,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382
[Name] called the accountant xReason [GEN],she needs help,it's required,the auditorium is closed,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the accountant xWant [GEN],to talk to the accountant,to talk to the accountant,to talk to the accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor AtLocation [GEN],mail box,mail box,mail box,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor CapableOf [GEN],page editor,page editor,note errors,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.706,0.294,0.0,-0.34
[Name] sent a report to the editor Causes [GEN],informative,informative,disappointed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.477
[Name] sent a report to the editor CausesDesire [GEN],editor,editor,report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor CreatedBy [GEN],editor,office,desperate,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.318
[Name] sent a report to the editor DefinedAs [GEN],editor,editor,mail,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor DesireOf [GEN],editor,editor,mail,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor Desires [GEN],responsible,informative,receive feedback,0.0,0.0,1.0,0.318,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasA [GEN],editor,inform editor,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasFirstSubevent [GEN],editor,editor,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasLastSubevent [GEN],editor,editor,paper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasPainCharacter [GEN],editor,office,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasPainIntensity [GEN],editor,editor,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasPrerequisite [GEN],editor,editor,report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasProperty [GEN],responsible,responsible,informative,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasSubEvent [GEN],receive feedback,get fired,receive feedback,0.0,1.0,0.0,0.0,0.783,0.217,0.0,-0.557,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HasSubevent [GEN],editor,editor,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor HinderedBy [GEN],PersonX doesn't have a computer.,PersonX doesn't have a computer.,Dakota sent a report to the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor InheritsFrom [GEN],editor,editor,report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor InstanceOf [GEN],editor,author,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor IsA [GEN],editor,office,report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor LocatedNear [GEN],responsible,editor,date,0.0,0.0,1.0,0.318,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor LocationOfAction [GEN],editor,editor,report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor MadeOf [GEN],editor,editor,paper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor MadeUpOf [GEN],note,note,note,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor MotivatedByGoal [GEN],editor,responsible,date,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.318,0.0,1.0,0.0,0.0
[Name] sent a report to the editor NotCapableOf [GEN],report,office,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor NotDesires [GEN],editor,editor,mail,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor NotHasA [GEN],editor,editor,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor NotHasProperty [GEN],editor,editor,report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor NotIsA [GEN],editor,office,paper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor NotMadeOf [GEN],editor,editor,dishwasher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor ObjectUse [GEN],send to the editor,send to the editor,send to the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor PartOf [GEN],editor,editor,mail,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor ReceivesAction [GEN],responsible,author,mail,0.0,0.0,1.0,0.318,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor RelatedTo [GEN],responsible,manuscript,date,0.0,0.0,1.0,0.318,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor SymbolOf [GEN],press,mail,date,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor UsedFor [GEN],editor,editor,report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor isAfter [GEN],PersonX writes a report,PersonX writes a report,PersonX writes a story,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired,0.643,0.357,0.0,-0.557,0.643,0.357,0.0,-0.557,0.643,0.357,0.0,-0.557
[Name] sent a report to the editor isFilledBy [GEN],documents,documents,documents,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor oEffect [GEN],gets fired,gets fired,gets fired,0.783,0.217,0.0,-0.557,0.783,0.217,0.0,-0.557,0.783,0.217,0.0,-0.557
[Name] sent a report to the editor oReact [GEN],happy,satisfied,interested,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.402
[Name] sent a report to the editor oWant [GEN],to publish the report,to publish the report,to publish the report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor xAttr [GEN],responsible,responsible,responsible,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318
[Name] sent a report to the editor xEffect [GEN],gets fired,gets fired,gets fired,0.783,0.217,0.0,-0.557,0.783,0.217,0.0,-0.557,0.783,0.217,0.0,-0.557
[Name] sent a report to the editor xIntent [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422
[Name] sent a report to the editor xNeed [GEN],write a report,write a report,write a report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor xReact [GEN],accomplished,accomplished,relieved,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.382
[Name] sent a report to the editor xReason [GEN],informative,the editor is busy,the editor is busy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] sent a report to the editor xWant [GEN],to publish the report,to publish the report,to publish the report,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson AtLocation [GEN],store,store,store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson CapableOf [GEN],sell products,sell products,sell products,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson Causes [GEN],lose money,lose money,lose money,0.73,0.27,0.0,-0.402,0.73,0.27,0.0,-0.402,0.73,0.27,0.0,-0.402
[Name] drove away from the salesperson CausesDesire [GEN],car,car,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson CreatedBy [GEN],vehicle,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson DefinedAs [GEN],vehicle,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson DesireOf [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson Desires [GEN],money,money,money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HasA [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HasFirstSubevent [GEN],car,car,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HasLastSubevent [GEN],,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HasPainCharacter [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HasPainIntensity [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HasPrerequisite [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HasProperty [GEN],kids,kids,bad,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.542
[Name] drove away from the salesperson HasSubEvent [GEN],get arrested,get arrested,get arrested,0.756,0.244,0.0,-0.477,0.756,0.244,0.0,-0.477,0.756,0.244,0.0,-0.477
[Name] drove away from the salesperson HasSubevent [GEN],vehicle,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson HinderedBy [GEN],PersonX has no car.,PersonX has no car.,PersonX has no car.,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296
[Name] drove away from the salesperson InheritsFrom [GEN],sale,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson InstanceOf [GEN],vehicle,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson IsA [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson LocatedNear [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson LocationOfAction [GEN],vehicle,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson MadeOf [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson MadeUpOf [GEN],car,car,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson MotivatedByGoal [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson NotCapableOf [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson NotDesires [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson NotHasA [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson NotHasProperty [GEN],car,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson NotIsA [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson NotMadeOf [GEN],,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson ObjectUse [GEN],sell products,sell products,sell products,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson PartOf [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson ReceivesAction [GEN],car,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson RelatedTo [GEN],vehicle,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson SymbolOf [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson UsedFor [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson isAfter [GEN],PersonX buys a new car,PersonX buys a car,PersonX buys a car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson isBefore [GEN],PersonX gets arrested,PersonX gets arrested,PersonX gets arrested,0.608,0.392,0.0,-0.477,0.608,0.392,0.0,-0.477,0.608,0.392,0.0,-0.477
[Name] drove away from the salesperson isFilledBy [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson oEffect [GEN],loses money,loses money,loses money,0.697,0.303,0.0,-0.318,0.697,0.303,0.0,-0.318,0.697,0.303,0.0,-0.318
[Name] drove away from the salesperson oReact [GEN],sad,sad,sad,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477
[Name] drove away from the salesperson oWant [GEN],to go home,to go home,to go home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson xAttr [GEN],irresponsible,irresponsible,mean,1.0,0.0,0.0,-0.44,1.0,0.0,0.0,-0.44,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson xEffect [GEN],loses money,gets arrested,gets arrested,0.697,0.303,0.0,-0.318,0.756,0.244,0.0,-0.477,0.756,0.244,0.0,-0.477
[Name] drove away from the salesperson xIntent [GEN],to be free,to be left alone,to be left alone,0.0,0.377,0.623,0.511,0.4,0.6,0.0,-0.25,0.4,0.6,0.0,-0.25
[Name] drove away from the salesperson xNeed [GEN],to drive away,have car,drive away,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away from the salesperson xReact [GEN],relieved,relieved,relieved,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382
[Name] drove away from the salesperson xReason [GEN],the salesperson is rude,they don't want to sell,the sales are bad,0.5,0.5,0.0,-0.459,0.234,0.766,0.0,-0.057,0.538,0.462,0.0,-0.542
[Name] drove away from the salesperson xWant [GEN],to go home,to go home,to go home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson AtLocation [GEN],store,store,shopping mall,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson CapableOf [GEN],sell products,sell products,sell products,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson Causes [GEN],losses,money,lose money,1.0,0.0,0.0,-0.402,0.0,1.0,0.0,0.0,0.73,0.27,0.0,-0.402
[Name] drove away the salesperson CausesDesire [GEN],car,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson CreatedBy [GEN],store,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson DefinedAs [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson DesireOf [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson Desires [GEN],money,money,low prices,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.677,0.323,0.0,-0.273
[Name] drove away the salesperson HasA [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasFirstSubevent [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasLastSubevent [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasPainCharacter [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasPainIntensity [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasPrerequisite [GEN],store,clothes,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasProperty [GEN],kids,bad,kids,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.542,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasSubEvent [GEN],get arrested,get arrested,sell products,0.756,0.244,0.0,-0.477,0.756,0.244,0.0,-0.477,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HasSubevent [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson HinderedBy [GEN],PersonX doesn't have the authority.,PersonX doesn't have a car.,Dakota drove away the salesperson,0.234,0.766,0.0,-0.057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson InheritsFrom [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson InstanceOf [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson IsA [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson LocatedNear [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson LocationOfAction [GEN],car,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson MadeOf [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson MadeUpOf [GEN],store,car,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson MotivatedByGoal [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson NotCapableOf [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson NotDesires [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson NotHasA [GEN],car,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson NotHasProperty [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson NotIsA [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson NotMadeOf [GEN],stock,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson ObjectUse [GEN],sell products,sell products,sell products,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson PartOf [GEN],car,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson ReceivesAction [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson RelatedTo [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson SymbolOf [GEN],truck,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson UsedFor [GEN],store,truck,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson isAfter [GEN],PersonX buys a new car,PersonX buys a car,PersonX sells a car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson isBefore [GEN],PersonX gets arrested,PersonX gets arrested,PersonX gets arrested,0.608,0.392,0.0,-0.477,0.608,0.392,0.0,-0.477,0.608,0.392,0.0,-0.477
[Name] drove away the salesperson isFilledBy [GEN],truck,truck,car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson oEffect [GEN],loses money,loses money,loses money,0.697,0.303,0.0,-0.318,0.697,0.303,0.0,-0.318,0.697,0.303,0.0,-0.318
[Name] drove away the salesperson oReact [GEN],happy,sad,sad,0.0,0.0,1.0,0.572,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477
[Name] drove away the salesperson oWant [GEN],to sell more products,to thank person x,to go home,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,0.0,1.0,0.0,0.0
[Name] drove away the salesperson xAttr [GEN],determined,mean,mean,0.0,0.0,1.0,0.34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson xEffect [GEN],receives thanks,gets arrested,gets yelled at,0.0,0.256,0.744,0.44,0.756,0.244,0.0,-0.477,0.0,1.0,0.0,0.0
[Name] drove away the salesperson xIntent [GEN],money,money,to be mean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson xNeed [GEN],drive away,to have a car,drive away,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] drove away the salesperson xReact [GEN],powerful,powerful,happy,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.572
